N	eigenvalue	difference	twstat	p-value	effect.n
100	0.670132	-0.007886	-1.176	0.470648	885.496
101	0.665143	-0.004989	-1.010	0.419398	891.496
102	0.654074	-0.011069	-1.732	0.646451	897.695
103	0.649557	-0.004517	-1.536	0.585361	903.451
104	0.639975	-0.009582	-2.093	0.751331	909.424
105	0.637492	-0.002483	-1.621	0.611904	915.065
106	0.633272	-0.004220	-1.394	0.539986	921.126
107	0.628459	-0.004812	-1.254	0.495383	927.437
108	0.617463	-0.010996	-2.075	0.746408	933.940
109	0.604413	-0.013050	-3.272	0.958227	939.895
110	0.599838	-0.004575	-3.199	0.951802	945.015
111	0.597343	-0.002496	-2.797	0.902347	950.250
112	0.595652	-0.001691	-2.251	0.79219	955.856
113	0.583780	-0.011872	-3.342	0.963705	961.962
114	0.580340	-0.003441	-3.111	0.94305	967.281
115	0.578598	-0.001742	-2.593	0.867112	972.844
116	0.568595	-0.010003	-3.440	0.970478	978.894
117	0.564490	-0.004105	-3.341	0.96362	984.329
118	0.557357	-0.007133	-3.760	0.985899	989.910
119	0.551874	-0.005483	-3.924	0.990715	995.212
120	0.544431	-0.007443	-4.443	0.99797	1000.440
121	0.538090	-0.006340	-4.801	0.999409	1005.299
122	0.536569	-0.001521	-4.331	0.997108	1009.916
123	0.530416	-0.006154	-4.670	0.999052	1014.974
124	0.527924	-0.002491	-4.372	0.997454	1019.801
125	0.522624	-0.005300	-4.575	0.998687	1024.934
126	0.517391	-0.005233	-4.782	0.999366	1029.949
127	0.508600	-0.008792	-5.662	0.999985	1034.838
128	0.505268	-0.003332	-5.574	0.999977	1039.020
129	0.500328	-0.004940	-5.789	0.999992	1043.316
130	0.498927	-0.001400	-5.350	0.999935	1047.468
131	0.494253	-0.004675	-5.520	0.99997	1052.045
132	0.489892	-0.004361	-5.642	0.999983	1056.518
133	0.488065	-0.001827	-5.285	0.999914	1060.924
134	0.481054	-0.007011	-5.927	0.999996	1065.699
135	0.473509	-0.007545	-6.710	1	1069.933
136	0.466691	-0.006818	-7.390	1	1073.493
137	0.461620	-0.005071	-7.757	1	1076.470
138	0.460597	-0.001023	-7.331	1	1079.140
139	0.456094	-0.004503	-7.593	1	1082.210
140	0.450305	-0.005789	-8.132	1	1085.060
141	0.444611	-0.005694	-8.679	1	1087.437
142	0.441505	-0.003106	-8.719	1	1089.332
143	0.440212	-0.001293	-8.389	1	1091.195
144	0.435970	-0.004241	-8.662	1	1093.362
145	0.434141	-0.001829	-8.445	1	1095.284
146	0.429629	-0.004512	-8.787	1	1097.412
147	0.426245	-0.003384	-8.909	1	1099.225
148	0.422977	-0.003268	-9.013	1	1100.926
149	0.417909	-0.005068	-9.511	1	1102.529
150	0.416003	-0.001906	-9.350	1	1103.663
151	0.412082	-0.003921	-9.622	1	1104.940
152	0.409743	-0.002339	-9.564	1	1105.953
153	0.405194	-0.004549	-9.990	1	1107.012
154	0.402860	-0.002334	-9.948	1	1107.656
155	0.398373	-0.004487	-10.383	1	1108.325
156	0.396254	-0.002119	-10.311	1	1108.564
157	0.394880	-0.001373	-10.073	1	1108.853
158	0.392062	-0.002818	-10.152	1	1109.354
159	0.389323	-0.002740	-10.219	1	1109.760
160	0.384437	-0.004886	-10.777	1	1110.081
161	0.382776	-0.001661	-10.625	1	1109.834
162	0.379711	-0.003065	-10.791	1	1109.710
163	0.378723	-0.000988	-10.489	1	1109.397
164	0.375358	-0.003365	-10.726	1	1109.359
165	0.374821	-0.000537	-10.320	1	1109.057
166	0.372483	-0.002338	-10.320	1	1109.142
167	0.368765	-0.003718	-10.643	1	1109.203
168	0.367109	-0.001656	-10.499	1	1108.902
169	0.362687	-0.004421	-11.002	1	1108.723
170	0.359882	-0.002806	-11.144	1	1107.990
171	0.356121	-0.003760	-11.521	1	1107.075
172	0.355310	-0.000812	-11.211	1	1105.733
173	0.353212	-0.002097	-11.199	1	1104.674
174	0.349540	-0.003673	-11.567	1	1103.589
175	0.346917	-0.002622	-11.697	1	1102.075
176	0.344658	-0.002259	-11.746	1	1100.381
177	0.343794	-0.000864	-11.461	1	1098.590
178	0.338307	-0.005487	-12.291	1	1097.056
179	0.337044	-0.001263	-12.122	1	1094.594
180	0.334796	-0.002247	-12.189	1	1092.257
181	0.333759	-0.001037	-11.964	1	1089.796
182	0.330068	-0.003691	-12.386	1	1087.522
183	0.326923	-0.003145	-12.688	1	1084.740
184	0.325300	-0.001623	-12.627	1	1081.578
185	0.323520	-0.001780	-12.603	1	1078.421
186	0.319651	-0.003869	-13.099	1	1075.228
187	0.317998	-0.001653	-13.061	1	1071.442
188	0.317237	-0.000761	-12.801	1	1067.631
189	0.314838	-0.002400	-12.944	1	1064.034
190	0.311799	-0.003039	-13.252	1	1060.215
191	0.309078	-0.002721	-13.491	1	1055.996
192	0.305284	-0.003794	-14.008	1	1051.450
193	0.304214	-0.001069	-13.856	1	1046.285
194	0.302232	-0.001982	-13.931	1	1041.204
195	0.300835	-0.001396	-13.862	1	1035.969
196	0.299891	-0.000944	-13.678	1	1030.731
197	0.298507	-0.001385	-13.601	1	1025.612
198	0.297705	-0.000802	-13.376	1	1020.499
199	0.296209	-0.001496	-13.321	1	1015.554
200	0.295338	-0.000870	-13.107	1	1010.592
201	0.293791	-0.001547	-13.059	1	1005.789
202	0.290002	-0.003790	-13.579	1	1000.961
203	0.289299	-0.000703	-13.333	1	995.467
204	0.284689	-0.004610	-14.072	1	990.165
205	0.284027	-0.000662	-13.831	1	983.958
206	0.283361	-0.000666	-13.586	1	977.929
207	0.280997	-0.002364	-13.766	1	972.088
208	0.278571	-0.002426	-13.967	1	965.958
209	0.278119	-0.000453	-13.674	1	959.514
210	0.275554	-0.002564	-13.910	1	953.309
211	0.273401	-0.002154	-14.049	1	946.748
212	0.272188	-0.001212	-13.954	1	939.940
213	0.270501	-0.001687	-13.977	1	933.146
214	0.269118	-0.001384	-13.925	1	926.233
215	0.266736	-0.002382	-14.126	1	919.285
216	0.265768	-0.000967	-13.974	1	912.017
217	0.263869	-0.001899	-14.055	1	904.824
218	0.262927	-0.000942	-13.896	1	897.444
219	0.260692	-0.002235	-14.061	1	890.147
220	0.259205	-0.001487	-14.042	1	882.566
221	0.258613	-0.000592	-13.797	1	874.908
222	0.256968	-0.001646	-13.812	1	867.430
223	0.254719	-0.002248	-13.980	1	859.835
224	0.253500	-0.001220	-13.894	1	851.946
225	0.252882	-0.000617	-13.655	1	844.056
226	0.250056	-0.002826	-13.964	1	836.339
227	0.249598	-0.000458	-13.690	1	828.161
228	0.247676	-0.001923	-13.774	1	820.198
229	0.247199	-0.000477	-13.501	1	812.033
230	0.246785	-0.000414	-13.206	1	804.081
231	0.244855	-0.001929	-13.279	1	796.376
232	0.242355	-0.002500	-13.497	1	788.473
233	0.240732	-0.001623	-13.505	1	780.201
234	0.240212	-0.000520	-13.240	1	771.813
235	0.238462	-0.001750	-13.272	1	763.631
236	0.236782	-0.001680	-13.288	1	755.300
237	0.235372	-0.001409	-13.239	1	746.838
238	0.234775	-0.000598	-12.990	1	738.324
239	0.232441	-0.002334	-13.159	1	729.999
240	0.231921	-0.000520	-12.891	1	721.355
241	0.230663	-0.001258	-12.795	1	712.924
242	0.227622	-0.003040	-13.131	1	704.495
243	0.226684	-0.000939	-12.966	1	695.539
244	0.225427	-0.001257	-12.875	1	686.668
245	0.223942	-0.001485	-12.836	1	677.793
246	0.223706	-0.000236	-12.496	1	668.849
247	0.220239	-0.003467	-12.921	1	660.209
248	0.219674	-0.000565	-12.666	1	650.923
249	0.219078	-0.000596	-12.411	1	641.833
250	0.217936	-0.001142	-12.279	1	632.942
251	0.216283	-0.001653	-12.264	1	624.095
252	0.215750	-0.000532	-11.985	1	615.144
253	0.214489	-0.001262	-11.869	1	606.427
254	0.213590	-0.000898	-11.665	1	597.733
255	0.211281	-0.002309	-11.785	1	589.179
256	0.210961	-0.000320	-11.446	1	580.335
257	0.208626	-0.002334	-11.563	1	571.812
258	0.208190	-0.000437	-11.246	1	562.995
259	0.206092	-0.002098	-11.302	1	554.473
260	0.204828	-0.001264	-11.169	1	545.736
261	0.200845	-0.003983	-11.653	1	537.044
262	0.200323	-0.000522	-11.365	1	527.562
263	0.198600	-0.001723	-11.341	1	518.330
264	0.198040	-0.000559	-11.054	1	508.995
265	0.196345	-0.001695	-11.012	1	499.912
266	0.193062	-0.003283	-11.324	1	490.747
267	0.192609	-0.000453	-11.017	1	481.024
268	0.191791	-0.000818	-10.782	1	471.577
269	0.188508	-0.003283	-11.079	1	462.314
270	0.187194	-0.001314	-10.957	1	452.508
271	0.185823	-0.001371	-10.843	1	442.732
272	0.184941	-0.000882	-10.620	1	432.975
273	0.183156	-0.001785	-10.582	1	423.385
274	0.180757	-0.002399	-10.673	1	413.707
275	0.179839	-0.000918	-10.455	1	403.770
276	0.177490	-0.002349	-10.529	1	393.994
277	0.175037	-0.002453	-10.625	1	383.985
278	0.173913	-0.001124	-10.451	1	373.724
279	0.173426	-0.000487	-10.142	1	363.568
280	0.171004	-0.002421	-10.211	1	353.696
281	0.170291	-0.000713	-9.942	1	343.603
282	0.167545	-0.002746	-10.064	1	333.741
283	0.166406	-0.001139	-9.875	1	323.594
284	0.165567	-0.000839	-9.621	1	313.575
285	0.163735	-0.001832	-9.548	1	303.767
286	0.163139	-0.000595	-9.238	1	293.933
287	0.162198	-0.000942	-8.981	1	284.388
288	0.161359	-0.000839	-8.695	1	275.062
289	0.159833	-0.001526	-8.522	1	265.998
290	0.158711	-0.001121	-8.269	1	257.034
291	0.157114	-0.001597	-8.089	1	248.288
292	0.153845	-0.003269	-8.196	1	239.651
293	0.153542	-0.000303	-7.788	1	230.700
294	0.151806	-0.001736	-7.608	1	222.199
295	0.151048	-0.000757	-7.251	1	213.806
296	0.147725	-0.003323	-7.309	1	205.802
297	0.146753	-0.000972	-6.976	1	197.524
298	0.146064	-0.000690	-6.577	1	189.599
299	0.143693	-0.002370	-6.427	1	182.152
300	0.142344	-0.001350	-6.101	0.999998	174.755
301	0.140090	-0.002254	-5.897	0.999995	167.726
302	0.138450	-0.001640	-5.579	0.999977	160.845
303	0.137732	-0.000718	-5.086	0.999803	154.338
304	0.136271	-0.001461	-4.659	0.999018	148.601
305	0.133041	-0.003230	-4.465	0.99811	143.553
306	0.130969	-0.002071	-4.065	0.99367	138.674
307	0.129433	-0.001537	-3.520	0.975243	134.527
308	0.127362	-0.002071	-2.966	0.926201	131.664
309	0.123890	-0.003472	-2.532	0.855126	130.389
310	0.107471	-0.016419	-4.298	0.996798	130.605
311	0.099706	-0.007764	-4.950	0.999662	124.076
312	0.096394	-0.003312	-4.910	0.999607	115.363
313	0.093241	-0.003154	-4.838	0.999484	106.411
314	0.091914	-0.001327	-4.454	0.99804	97.325
315	0.086232	-0.005681	-4.725	0.99922	88.841
316	0.083404	-0.002829	-4.571	0.998671	79.465
317	0.081184	-0.002220	-4.305	0.99687	70.233
318	0.080154	-0.001029	-3.841	0.988478	61.386
319	0.078984	-0.001170	-3.338	0.963446	53.320
320	0.077933	-0.001051	-2.741	0.893334	46.140
321	0.072575	-0.005358	NA	NA	NA
322	0.071113	-0.001462	NA	NA	NA
323	0.069547	-0.001566	NA	NA	NA
324	0.050668	-0.018878	NA	NA	NA
325	0.038739	-0.011929	NA	NA	NA
326	0.037613	-0.001127	NA	NA	NA
327	0.026889	-0.010724	NA	NA	NA
328	0.013272	-0.013617	NA	NA	NA
329	0.010786	-0.002486	NA	NA	NA
