samples	cluster	frac_cluster	max_frac	analysis_type	K
CB4857	E	1e-05	0.99991	DIVERGENT-MASKED	10
JU2600	E	1e-05	0.99991	DIVERGENT-MASKED	10
MY2713	E	1e-05	0.99991	DIVERGENT-MASKED	10
ECA724	E	1e-05	0.99991	DIVERGENT-MASKED	10
XZ1514	E	1e-05	0.99991	DIVERGENT-MASKED	10
QX1212	E	1e-05	0.99991	DIVERGENT-MASKED	10
NIC265	E	0.99991	0.99991	DIVERGENT-MASKED	10
NIC513	E	1e-05	0.99991	DIVERGENT-MASKED	10
JU394	E	1e-05	0.99991	DIVERGENT-MASKED	10
RC301	E	1e-05	0.99991	DIVERGENT-MASKED	10
WN2001	F	0.192087	0.256463	DIVERGENT-MASKED	10
NIC195	F	1e-05	0.306874	DIVERGENT-MASKED	10
NIC522	F	0.32942	0.32942	DIVERGENT-MASKED	10
JU3167	F	0.278483	0.332659	DIVERGENT-MASKED	10
JU3137	F	0.347944	0.347944	DIVERGENT-MASKED	10
JU2811	F	1e-05	0.350398	DIVERGENT-MASKED	10
NIC526	F	0.257504	0.36281	DIVERGENT-MASKED	10
NIC259	F	0.267245	0.365477	DIVERGENT-MASKED	10
JU2906	F	0.348946	0.366027	DIVERGENT-MASKED	10
NIC529	F	0.200871	0.373397	DIVERGENT-MASKED	10
JU1400	F	0.373869	0.373869	DIVERGENT-MASKED	10
JU2581	F	0.045357	0.382971	DIVERGENT-MASKED	10
JU561	F	0.046454	0.390011	DIVERGENT-MASKED	10
NIC515	F	0.17189	0.392287	DIVERGENT-MASKED	10
JU1652	F	0.087131	0.400325	DIVERGENT-MASKED	10
QG2075	F	0.073816	0.400446	DIVERGENT-MASKED	10
JU1808	F	0.264061	0.401482	DIVERGENT-MASKED	10
WN2064	F	0.379959	0.421967	DIVERGENT-MASKED	10
XZ2020	F	0.102945	0.425153	DIVERGENT-MASKED	10
JU3144	F	0.219727	0.425843	DIVERGENT-MASKED	10
QG2846	F	1e-05	0.426736	DIVERGENT-MASKED	10
JU323	F	0.428053	0.428053	DIVERGENT-MASKED	10
QX1791	F	0.065893	0.431584	DIVERGENT-MASKED	10
JU258	F	0.114877	0.434344	DIVERGENT-MASKED	10
JU2478	F	0.357103	0.439424	DIVERGENT-MASKED	10
NIC242	F	0.310348	0.444751	DIVERGENT-MASKED	10
JU2879	F	1e-05	0.445839	DIVERGENT-MASKED	10
MY2741	F	0.040499	0.447986	DIVERGENT-MASKED	10
QG536	F	1.1e-05	0.449232	DIVERGENT-MASKED	10
XZ1516	F	1e-05	0.45337	DIVERGENT-MASKED	10
JU2853	F	1e-05	0.45513	DIVERGENT-MASKED	10
JU2800	F	0.401643	0.45576	DIVERGENT-MASKED	10
JU3125	F	1e-05	0.456873	DIVERGENT-MASKED	10
NIC166	F	0.46203	0.46203	DIVERGENT-MASKED	10
KR314	F	0.105993	0.462717	DIVERGENT-MASKED	10
CX11271	F	1e-05	0.464072	DIVERGENT-MASKED	10
ECA701	F	1e-05	0.466099	DIVERGENT-MASKED	10
JU3127	F	1e-05	0.466142	DIVERGENT-MASKED	10
ED3017	F	0.350738	0.468483	DIVERGENT-MASKED	10
JU2017	F	1e-05	0.472773	DIVERGENT-MASKED	10
NIC511	F	0.47304	0.47304	DIVERGENT-MASKED	10
WN2002	F	0.030846	0.473386	DIVERGENT-MASKED	10
ED3046	F	0.160629	0.474652	DIVERGENT-MASKED	10
ED3049	F	0.155736	0.482264	DIVERGENT-MASKED	10
JT11398	F	0.169872	0.483068	DIVERGENT-MASKED	10
NIC268	F	1e-05	0.489534	DIVERGENT-MASKED	10
NIC523	F	0.004916	0.494488	DIVERGENT-MASKED	10
CB4854	F	1e-05	0.495275	DIVERGENT-MASKED	10
JU2001	F	0.49897	0.49897	DIVERGENT-MASKED	10
WN2033	F	1e-05	0.50087	DIVERGENT-MASKED	10
JU3224	F	1e-05	0.501022	DIVERGENT-MASKED	10
NIC2	F	1e-05	0.504256	DIVERGENT-MASKED	10
JU2587	F	0.147952	0.506319	DIVERGENT-MASKED	10
CX11285	F	1e-05	0.511276	DIVERGENT-MASKED	10
QG556	F	1e-05	0.511694	DIVERGENT-MASKED	10
JU2841	F	0.316213	0.513031	DIVERGENT-MASKED	10
JU2862	F	0.171887	0.514414	DIVERGENT-MASKED	10
NIC3	F	0.517034	0.517034	DIVERGENT-MASKED	10
MY18	F	0.194158	0.517522	DIVERGENT-MASKED	10
JU1395	F	1e-05	0.517536	DIVERGENT-MASKED	10
EG4347	F	1e-05	0.518911	DIVERGENT-MASKED	10
JU847	F	0.52583	0.52583	DIVERGENT-MASKED	10
JU2593	F	0.122079	0.526694	DIVERGENT-MASKED	10
MY2147	F	0.449013	0.528061	DIVERGENT-MASKED	10
JU751	F	0.178091	0.528917	DIVERGENT-MASKED	10
JU2007	F	0.151274	0.531038	DIVERGENT-MASKED	10
JU1409	F	0.210508	0.531947	DIVERGENT-MASKED	10
QG2825	F	1e-05	0.532073	DIVERGENT-MASKED	10
EG4725	F	1e-05	0.53424	DIVERGENT-MASKED	10
JU2234	F	1e-05	0.534603	DIVERGENT-MASKED	10
NIC255	F	0.172228	0.538239	DIVERGENT-MASKED	10
JU2829	F	0.028982	0.538856	DIVERGENT-MASKED	10
JU1440	F	0.305442	0.539195	DIVERGENT-MASKED	10
JU3228	F	1e-05	0.540892	DIVERGENT-MASKED	10
JU1491	F	0.453346	0.546574	DIVERGENT-MASKED	10
QG2823	F	1e-05	0.548558	DIVERGENT-MASKED	10
XZ1515	F	1e-05	0.550236	DIVERGENT-MASKED	10
JU2534	F	0.449618	0.550302	DIVERGENT-MASKED	10
CX11307	F	0.096847	0.555965	DIVERGENT-MASKED	10
WN2050	F	0.557653	0.557653	DIVERGENT-MASKED	10
NIC207	F	0.309026	0.565454	DIVERGENT-MASKED	10
JU2907	F	1e-05	0.567482	DIVERGENT-MASKED	10
JU3128	F	0.311036	0.573469	DIVERGENT-MASKED	10
NIC199	F	0.296305	0.574693	DIVERGENT-MASKED	10
QG2875	F	0.32369	0.576	DIVERGENT-MASKED	10
NIC266	F	1e-05	0.576083	DIVERGENT-MASKED	10
EG4349	F	0.227927	0.57993	DIVERGENT-MASKED	10
CB4852	F	1e-05	0.581099	DIVERGENT-MASKED	10
EG4946	F	1e-05	0.582973	DIVERGENT-MASKED	10
AB1	F	1e-05	0.58688	DIVERGENT-MASKED	10
MY16	F	1e-05	0.587698	DIVERGENT-MASKED	10
QG2838	F	1e-05	0.591964	DIVERGENT-MASKED	10
ECA348	F	1.3e-05	0.592916	DIVERGENT-MASKED	10
JU3134	F	0.28954	0.594773	DIVERGENT-MASKED	10
JU3166	F	0.107668	0.596149	DIVERGENT-MASKED	10
QG2824	F	1e-05	0.597187	DIVERGENT-MASKED	10
NIC1	F	0.348671	0.597455	DIVERGENT-MASKED	10
ECA594	F	1.1e-05	0.601927	DIVERGENT-MASKED	10
CX11254	F	1e-05	0.602296	DIVERGENT-MASKED	10
XZ1672	F	2e-05	0.604195	DIVERGENT-MASKED	10
JU3141	F	0.395195	0.604725	DIVERGENT-MASKED	10
BRC20263	F	1e-05	0.606962	DIVERGENT-MASKED	10
JU1530	F	0.611521	0.611521	DIVERGENT-MASKED	10
JU310	F	0.612053	0.612053	DIVERGENT-MASKED	10
QW947	F	0.214649	0.612499	DIVERGENT-MASKED	10
NIC231	F	1e-05	0.612657	DIVERGENT-MASKED	10
MY2453	F	0.219631	0.613271	DIVERGENT-MASKED	10
NIC1049	F	0.613307	0.613307	DIVERGENT-MASKED	10
MY2535	F	0.182446	0.614276	DIVERGENT-MASKED	10
MY2212	F	0.243561	0.615512	DIVERGENT-MASKED	10
JU346	F	0.616487	0.616487	DIVERGENT-MASKED	10
MY795	F	0.029754	0.617581	DIVERGENT-MASKED	10
ECA593	F	1e-05	0.618672	DIVERGENT-MASKED	10
PS2025	F	1e-05	0.620133	DIVERGENT-MASKED	10
PX179	F	1e-05	0.622428	DIVERGENT-MASKED	10
CX11276	F	0.052326	0.625107	DIVERGENT-MASKED	10
ECA923	F	1e-05	0.629889	DIVERGENT-MASKED	10
CB4932	F	0.368972	0.630948	DIVERGENT-MASKED	10
QX1792	F	1e-05	0.641581	DIVERGENT-MASKED	10
JU360	F	0.24955	0.642387	DIVERGENT-MASKED	10
JU2464	F	0.180252	0.642733	DIVERGENT-MASKED	10
EG4724	F	0.137769	0.645117	DIVERGENT-MASKED	10
JU2576	F	0.654705	0.654705	DIVERGENT-MASKED	10
JU642	F	0.656839	0.656839	DIVERGENT-MASKED	10
JU782	F	0.08801	0.65801	DIVERGENT-MASKED	10
JU2586	F	0.116708	0.66606	DIVERGENT-MASKED	10
MY2573	F	0.667062	0.667062	DIVERGENT-MASKED	10
JU2838	F	0.04976	0.670018	DIVERGENT-MASKED	10
MY920	F	0.177642	0.675118	DIVERGENT-MASKED	10
JU2878	F	1e-05	0.675232	DIVERGENT-MASKED	10
ED3011	F	1.4e-05	0.676506	DIVERGENT-MASKED	10
JU2619	F	1e-05	0.677421	DIVERGENT-MASKED	10
QG2835	F	1e-05	0.678365	DIVERGENT-MASKED	10
JU1212	F	0.184592	0.684143	DIVERGENT-MASKED	10
ECA592	F	1e-05	0.68679	DIVERGENT-MASKED	10
NIC527	F	0.69125	0.69125	DIVERGENT-MASKED	10
JU1088	F	1e-05	0.692561	DIVERGENT-MASKED	10
NIC277	F	0.692964	0.692964	DIVERGENT-MASKED	10
JU440	F	0.138903	0.700255	DIVERGENT-MASKED	10
JU778	F	0.07683	0.70072	DIVERGENT-MASKED	10
JU830	F	0.060112	0.703425	DIVERGENT-MASKED	10
NIC272	F	0.034506	0.705064	DIVERGENT-MASKED	10
JU3282	F	1e-05	0.705912	DIVERGENT-MASKED	10
NIC260	F	1e-05	0.708847	DIVERGENT-MASKED	10
DL200	F	0.71001	0.71001	DIVERGENT-MASKED	10
MY679	F	1e-05	0.713772	DIVERGENT-MASKED	10
JU1896	F	1e-05	0.715566	DIVERGENT-MASKED	10
NIC251	F	1e-05	0.71559	DIVERGENT-MASKED	10
JU2572	F	0.27963	0.72029	DIVERGENT-MASKED	10
XZ2018	F	1e-05	0.720467	DIVERGENT-MASKED	10
JU1792	F	0.2763	0.72362	DIVERGENT-MASKED	10
MY1	F	1e-05	0.725931	DIVERGENT-MASKED	10
JU2578	F	1e-05	0.733851	DIVERGENT-MASKED	10
ED3048	F	1e-05	0.734159	DIVERGENT-MASKED	10
CB4853	F	1e-05	0.734365	DIVERGENT-MASKED	10
JU1581	F	0.736373	0.736373	DIVERGENT-MASKED	10
JU3169	F	0.042649	0.741293	DIVERGENT-MASKED	10
MY772	F	0.743562	0.743562	DIVERGENT-MASKED	10
NIC269	F	0.254628	0.745292	DIVERGENT-MASKED	10
MY2530	F	0.04255	0.750211	DIVERGENT-MASKED	10
NIC236	F	0.24781	0.75211	DIVERGENT-MASKED	10
JU774	F	1e-05	0.753492	DIVERGENT-MASKED	10
MY10	F	1e-05	0.754556	DIVERGENT-MASKED	10
JU2513	F	0.03651	0.755697	DIVERGENT-MASKED	10
QG2813	F	1e-05	0.757041	DIVERGENT-MASKED	10
XZ1734	F	1e-05	0.759785	DIVERGENT-MASKED	10
QG2828	F	0.025287	0.761491	DIVERGENT-MASKED	10
QG2877	F	0.030098	0.761771	DIVERGENT-MASKED	10
JU3225	F	0.208319	0.767261	DIVERGENT-MASKED	10
QG2811	F	1e-05	0.773389	DIVERGENT-MASKED	10
NIC1119	F	0.081356	0.774728	DIVERGENT-MASKED	10
JU1246	F	0.776654	0.776654	DIVERGENT-MASKED	10
JU1543	F	1e-05	0.777725	DIVERGENT-MASKED	10
ECA928	F	1e-05	0.779483	DIVERGENT-MASKED	10
JU2141	F	0.781814	0.781814	DIVERGENT-MASKED	10
DL226	F	1e-05	0.783858	DIVERGENT-MASKED	10
ED3077	F	1e-05	0.784124	DIVERGENT-MASKED	10
JU2519	F	1e-05	0.790988	DIVERGENT-MASKED	10
JU1200	F	1e-05	0.792134	DIVERGENT-MASKED	10
JU2131	F	0.793502	0.793502	DIVERGENT-MASKED	10
JU2106	F	0.795877	0.795877	DIVERGENT-MASKED	10
JU397	F	0.798099	0.798099	DIVERGENT-MASKED	10
ED3052	F	0.003812	0.805018	DIVERGENT-MASKED	10
PB303	F	1e-05	0.806856	DIVERGENT-MASKED	10
QG557	F	1e-05	0.809561	DIVERGENT-MASKED	10
NIC528	F	0.127911	0.815953	DIVERGENT-MASKED	10
XZ1735	F	1e-05	0.816228	DIVERGENT-MASKED	10
NIC256	F	1e-05	0.816352	DIVERGENT-MASKED	10
ED3012	F	1e-05	0.82165	DIVERGENT-MASKED	10
JU2566	F	0.031541	0.822777	DIVERGENT-MASKED	10
JU393	F	0.828489	0.828489	DIVERGENT-MASKED	10
JU2592	F	0.017699	0.836596	DIVERGENT-MASKED	10
QG2827	F	0.088435	0.837643	DIVERGENT-MASKED	10
QG2836	F	1e-05	0.837844	DIVERGENT-MASKED	10
JU1666	F	0.848106	0.848106	DIVERGENT-MASKED	10
XZ1756	F	1e-05	0.854359	DIVERGENT-MASKED	10
QG2841	F	1e-05	0.857142	DIVERGENT-MASKED	10
NIC1107	F	0.136609	0.863307	DIVERGENT-MASKED	10
JU1172	F	1e-05	0.865944	DIVERGENT-MASKED	10
GXW1	F	1e-05	0.86628	DIVERGENT-MASKED	10
ED3073	F	1e-05	0.868878	DIVERGENT-MASKED	10
JU3280	F	0.095069	0.872284	DIVERGENT-MASKED	10
NIC252	F	1e-05	0.87407	DIVERGENT-MASKED	10
JU1586	F	1.1e-05	0.880072	DIVERGENT-MASKED	10
ECA372	F	1e-05	0.884413	DIVERGENT-MASKED	10
JU2016	F	1e-05	0.884747	DIVERGENT-MASKED	10
ED3005	F	1e-05	0.886458	DIVERGENT-MASKED	10
PB306	F	1e-05	0.888177	DIVERGENT-MASKED	10
CX11292	F	1e-05	0.890361	DIVERGENT-MASKED	10
ECA743	F	0.061084	0.894664	DIVERGENT-MASKED	10
QX1793	F	1e-05	0.897397	DIVERGENT-MASKED	10
ECA640	F	1e-05	0.899074	DIVERGENT-MASKED	10
QG2855	F	1e-05	0.899466	DIVERGENT-MASKED	10
CB4855	F	1e-05	0.900031	DIVERGENT-MASKED	10
QG2873	F	1e-05	0.90309	DIVERGENT-MASKED	10
QG2874	F	1e-05	0.903407	DIVERGENT-MASKED	10
JU3291	F	0.90481	0.90481	DIVERGENT-MASKED	10
ECA738	F	1e-05	0.906343	DIVERGENT-MASKED	10
ED3040	F	1e-05	0.907075	DIVERGENT-MASKED	10
CX11262	F	1e-05	0.908574	DIVERGENT-MASKED	10
ECA703	F	1e-05	0.910251	DIVERGENT-MASKED	10
JU1934	F	0.91213	0.91213	DIVERGENT-MASKED	10
JU775	F	1e-05	0.91309	DIVERGENT-MASKED	10
CX11315	F	1e-05	0.914327	DIVERGENT-MASKED	10
MY518	F	1e-05	0.916696	DIVERGENT-MASKED	10
JU2866	F	1e-05	0.919764	DIVERGENT-MASKED	10
QG2837	F	1e-05	0.926261	DIVERGENT-MASKED	10
QG2854	F	1e-05	0.927598	DIVERGENT-MASKED	10
JU367	F	1e-05	0.927945	DIVERGENT-MASKED	10
JU311	F	0.060813	0.932349	DIVERGENT-MASKED	10
QX1233	F	1e-05	0.932623	DIVERGENT-MASKED	10
QG2857	F	1e-05	0.933513	DIVERGENT-MASKED	10
ECA189	F	1.2e-05	0.934453	DIVERGENT-MASKED	10
QX1794	F	1e-05	0.935835	DIVERGENT-MASKED	10
MY2693	F	1e-05	0.936732	DIVERGENT-MASKED	10
XZ1513	F	1e-05	0.93736	DIVERGENT-MASKED	10
NIC271	F	1e-05	0.937799	DIVERGENT-MASKED	10
NIC267	F	1e-05	0.939143	DIVERGENT-MASKED	10
ECA807	F	1e-05	0.942272	DIVERGENT-MASKED	10
NIC274	F	1e-05	0.95323	DIVERGENT-MASKED	10
CX11264	F	1e-05	0.954979	DIVERGENT-MASKED	10
ECA930	F	1e-05	0.959519	DIVERGENT-MASKED	10
JU1580	F	0.962491	0.962491	DIVERGENT-MASKED	10
LKC34	F	1e-05	0.970672	DIVERGENT-MASKED	10
JU1793	F	0.980912	0.980912	DIVERGENT-MASKED	10
JU3135	F	0.005916	0.987558	DIVERGENT-MASKED	10
JU2575	F	0.011557	0.988359	DIVERGENT-MASKED	10
WN2066	F	0.00808	0.99184	DIVERGENT-MASKED	10
NIC275	F	1e-05	0.997389	DIVERGENT-MASKED	10
ECA396	F	1e-05	0.999899	DIVERGENT-MASKED	10
ECA778	F	1e-05	0.999901	DIVERGENT-MASKED	10
ECA742	F	1e-05	0.999901	DIVERGENT-MASKED	10
QG2850	F	1e-05	0.999902	DIVERGENT-MASKED	10
JU2250	F	0.999902	0.999902	DIVERGENT-MASKED	10
BRC20067	F	1e-05	0.999903	DIVERGENT-MASKED	10
NIC514	F	1e-05	0.999905	DIVERGENT-MASKED	10
ECA732	F	1e-05	0.999905	DIVERGENT-MASKED	10
CB4856	F	1e-05	0.999905	DIVERGENT-MASKED	10
JU792	F	0.999906	0.999906	DIVERGENT-MASKED	10
CB4851	F	1.1e-05	0.999906	DIVERGENT-MASKED	10
ECA706	F	1e-05	0.999906	DIVERGENT-MASKED	10
LSJ1	F	1e-05	0.999908	DIVERGENT-MASKED	10
CX11314	F	1e-05	0.999908	DIVERGENT-MASKED	10
ECA723	F	1e-05	0.999908	DIVERGENT-MASKED	10
ECA363	F	1e-05	0.999908	DIVERGENT-MASKED	10
JU3140	F	0.999909	0.999909	DIVERGENT-MASKED	10
NIC262	F	1e-05	0.999909	DIVERGENT-MASKED	10
ECA733	F	1e-05	0.999909	DIVERGENT-MASKED	10
ECA741	F	1e-05	0.999909	DIVERGENT-MASKED	10
JU1249	F	1e-05	0.999909	DIVERGENT-MASKED	10
ECA722	F	1e-05	0.999909	DIVERGENT-MASKED	10
ECA740	F	1e-05	0.999909	DIVERGENT-MASKED	10
ECA812	F	1e-05	0.999909	DIVERGENT-MASKED	10
QG2932	F	1e-05	0.999909	DIVERGENT-MASKED	10
ECA705	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2825	F	1e-05	0.99991	DIVERGENT-MASKED	10
QG2843	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU1213	F	0.99991	0.99991	DIVERGENT-MASKED	10
ECA744	F	1e-05	0.99991	DIVERGENT-MASKED	10
QG2832	F	1e-05	0.99991	DIVERGENT-MASKED	10
QG2818	F	1e-05	0.99991	DIVERGENT-MASKED	10
NIC258	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2565	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA777	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA712	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA369	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU406	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU3132	F	0.99991	0.99991	DIVERGENT-MASKED	10
ECA191	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA768	F	1e-05	0.99991	DIVERGENT-MASKED	10
QX1211	F	1e-05	0.99991	DIVERGENT-MASKED	10
NIC276	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA252	F	1e-05	0.99991	DIVERGENT-MASKED	10
CB4858	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2610	F	0.99991	0.99991	DIVERGENT-MASKED	10
JU3226	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA349	F	1e-05	0.99991	DIVERGENT-MASKED	10
DL238	F	1e-05	0.99991	DIVERGENT-MASKED	10
MY23	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA36	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU1568	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA746	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA730	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2257	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2570	F	0.99991	0.99991	DIVERGENT-MASKED	10
XZ2019	F	1e-05	0.99991	DIVERGENT-MASKED	10
WN2063	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA760	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2466	F	1e-05	0.99991	DIVERGENT-MASKED	10
NIC261	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2522	F	1e-05	0.99991	DIVERGENT-MASKED	10
MY2585	F	1e-05	0.99991	DIVERGENT-MASKED	10
NIC501	F	0.99991	0.99991	DIVERGENT-MASKED	10
JU1242	F	0.99991	0.99991	DIVERGENT-MASKED	10
N2	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2526	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA347	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA710	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA745	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2316	F	1e-05	0.99991	DIVERGENT-MASKED	10
CB4857	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU2600	F	0.99991	0.99991	DIVERGENT-MASKED	10
MY2713	F	1e-05	0.99991	DIVERGENT-MASKED	10
ECA724	F	1e-05	0.99991	DIVERGENT-MASKED	10
XZ1514	F	1e-05	0.99991	DIVERGENT-MASKED	10
QX1212	F	1e-05	0.99991	DIVERGENT-MASKED	10
NIC265	F	1e-05	0.99991	DIVERGENT-MASKED	10
NIC513	F	1e-05	0.99991	DIVERGENT-MASKED	10
JU394	F	1e-05	0.99991	DIVERGENT-MASKED	10
RC301	F	1e-05	0.99991	DIVERGENT-MASKED	10
WN2001	G	0.172165	0.256463	DIVERGENT-MASKED	10
NIC195	G	1e-05	0.306874	DIVERGENT-MASKED	10
NIC522	G	0.305579	0.32942	DIVERGENT-MASKED	10
JU3167	G	0.023749	0.332659	DIVERGENT-MASKED	10
JU3137	G	0.088418	0.347944	DIVERGENT-MASKED	10
JU2811	G	0.323032	0.350398	DIVERGENT-MASKED	10
NIC526	G	0.36281	0.36281	DIVERGENT-MASKED	10
NIC259	G	1e-05	0.365477	DIVERGENT-MASKED	10
JU2906	G	0.366027	0.366027	DIVERGENT-MASKED	10
NIC529	G	0.373397	0.373397	DIVERGENT-MASKED	10
JU1400	G	0.247841	0.373869	DIVERGENT-MASKED	10
JU2581	G	0.382971	0.382971	DIVERGENT-MASKED	10
JU561	G	0.375943	0.390011	DIVERGENT-MASKED	10
NIC515	G	0.353717	0.392287	DIVERGENT-MASKED	10
JU1652	G	0.378861	0.400325	DIVERGENT-MASKED	10
QG2075	G	0.130491	0.400446	DIVERGENT-MASKED	10
JU1808	G	1e-05	0.401482	DIVERGENT-MASKED	10
WN2064	G	0.174145	0.421967	DIVERGENT-MASKED	10
XZ2020	G	0.425153	0.425153	DIVERGENT-MASKED	10
JU3144	G	0.425843	0.425843	DIVERGENT-MASKED	10
QG2846	G	0.135379	0.426736	DIVERGENT-MASKED	10
JU323	G	0.298959	0.428053	DIVERGENT-MASKED	10
QX1791	G	1.1e-05	0.431584	DIVERGENT-MASKED	10
JU258	G	1e-05	0.434344	DIVERGENT-MASKED	10
JU2478	G	0.203403	0.439424	DIVERGENT-MASKED	10
NIC242	G	1e-05	0.444751	DIVERGENT-MASKED	10
JU2879	G	0.247364	0.445839	DIVERGENT-MASKED	10
MY2741	G	0.311099	0.447986	DIVERGENT-MASKED	10
QG536	G	0.449232	0.449232	DIVERGENT-MASKED	10
XZ1516	G	1e-05	0.45337	DIVERGENT-MASKED	10
JU2853	G	0.272664	0.45513	DIVERGENT-MASKED	10
JU2800	G	0.093436	0.45576	DIVERGENT-MASKED	10
JU3125	G	0.34069	0.456873	DIVERGENT-MASKED	10
NIC166	G	0.207796	0.46203	DIVERGENT-MASKED	10
KR314	G	0.462717	0.462717	DIVERGENT-MASKED	10
CX11271	G	0.105258	0.464072	DIVERGENT-MASKED	10
ECA701	G	1e-05	0.466099	DIVERGENT-MASKED	10
JU3127	G	0.237269	0.466142	DIVERGENT-MASKED	10
ED3017	G	0.468483	0.468483	DIVERGENT-MASKED	10
JU2017	G	0.151584	0.472773	DIVERGENT-MASKED	10
NIC511	G	0.450691	0.47304	DIVERGENT-MASKED	10
WN2002	G	0.473386	0.473386	DIVERGENT-MASKED	10
ED3046	G	0.364647	0.474652	DIVERGENT-MASKED	10
ED3049	G	0.36193	0.482264	DIVERGENT-MASKED	10
JT11398	G	0.483068	0.483068	DIVERGENT-MASKED	10
NIC268	G	1e-05	0.489534	DIVERGENT-MASKED	10
NIC523	G	0.256753	0.494488	DIVERGENT-MASKED	10
CB4854	G	0.312998	0.495275	DIVERGENT-MASKED	10
JU2001	G	1e-05	0.49897	DIVERGENT-MASKED	10
WN2033	G	0.50087	0.50087	DIVERGENT-MASKED	10
JU3224	G	0.501022	0.501022	DIVERGENT-MASKED	10
NIC2	G	0.495664	0.504256	DIVERGENT-MASKED	10
JU2587	G	0.506319	0.506319	DIVERGENT-MASKED	10
CX11285	G	1e-05	0.511276	DIVERGENT-MASKED	10
QG556	G	1e-05	0.511694	DIVERGENT-MASKED	10
JU2841	G	0.513031	0.513031	DIVERGENT-MASKED	10
JU2862	G	0.245351	0.514414	DIVERGENT-MASKED	10
NIC3	G	0.265781	0.517034	DIVERGENT-MASKED	10
MY18	G	0.033195	0.517522	DIVERGENT-MASKED	10
JU1395	G	0.517536	0.517536	DIVERGENT-MASKED	10
EG4347	G	0.518911	0.518911	DIVERGENT-MASKED	10
JU847	G	0.227233	0.52583	DIVERGENT-MASKED	10
JU2593	G	0.526694	0.526694	DIVERGENT-MASKED	10
MY2147	G	1e-05	0.528061	DIVERGENT-MASKED	10
JU751	G	0.528917	0.528917	DIVERGENT-MASKED	10
JU2007	G	0.531038	0.531038	DIVERGENT-MASKED	10
JU1409	G	0.531947	0.531947	DIVERGENT-MASKED	10
QG2825	G	0.467847	0.532073	DIVERGENT-MASKED	10
EG4725	G	0.007011	0.53424	DIVERGENT-MASKED	10
JU2234	G	0.30428	0.534603	DIVERGENT-MASKED	10
NIC255	G	0.538239	0.538239	DIVERGENT-MASKED	10
JU2829	G	0.538856	0.538856	DIVERGENT-MASKED	10
JU1440	G	0.539195	0.539195	DIVERGENT-MASKED	10
JU3228	G	0.540892	0.540892	DIVERGENT-MASKED	10
JU1491	G	1e-05	0.546574	DIVERGENT-MASKED	10
QG2823	G	0.548558	0.548558	DIVERGENT-MASKED	10
XZ1515	G	1e-05	0.550236	DIVERGENT-MASKED	10
JU2534	G	0.550302	0.550302	DIVERGENT-MASKED	10
CX11307	G	0.163336	0.555965	DIVERGENT-MASKED	10
WN2050	G	1e-05	0.557653	DIVERGENT-MASKED	10
NIC207	G	0.565454	0.565454	DIVERGENT-MASKED	10
JU2907	G	0.432438	0.567482	DIVERGENT-MASKED	10
JU3128	G	0.573469	0.573469	DIVERGENT-MASKED	10
NIC199	G	1e-05	0.574693	DIVERGENT-MASKED	10
QG2875	G	0.576	0.576	DIVERGENT-MASKED	10
NIC266	G	1e-05	0.576083	DIVERGENT-MASKED	10
EG4349	G	0.57993	0.57993	DIVERGENT-MASKED	10
CB4852	G	0.581099	0.581099	DIVERGENT-MASKED	10
EG4946	G	0.263334	0.582973	DIVERGENT-MASKED	10
AB1	G	0.41304	0.58688	DIVERGENT-MASKED	10
MY16	G	1e-05	0.587698	DIVERGENT-MASKED	10
QG2838	G	0.591964	0.591964	DIVERGENT-MASKED	10
ECA348	G	1e-05	0.592916	DIVERGENT-MASKED	10
JU3134	G	0.594773	0.594773	DIVERGENT-MASKED	10
JU3166	G	0.008941	0.596149	DIVERGENT-MASKED	10
QG2824	G	0.597187	0.597187	DIVERGENT-MASKED	10
NIC1	G	0.597455	0.597455	DIVERGENT-MASKED	10
