samples	cluster	frac_cluster	max_frac	analysis_type	K
NIC528	E	1e-05	0.856364	DIVERGENT-MASKED_Complete	6
JU1580	E	1e-05	0.865782	DIVERGENT-MASKED_Complete	6
JU2566	E	1e-05	0.868042	DIVERGENT-MASKED_Complete	6
NIC1107	E	1e-05	0.868668	DIVERGENT-MASKED_Complete	6
JU1586	E	1e-05	0.871157	DIVERGENT-MASKED_Complete	6
JU2853	E	1e-05	0.873378	DIVERGENT-MASKED_Complete	6
QG2813	E	1e-05	0.875467	DIVERGENT-MASKED_Complete	6
NIC501	E	1e-05	0.875491	DIVERGENT-MASKED_Complete	6
JU1934	E	1e-05	0.877167	DIVERGENT-MASKED_Complete	6
ECA743	E	1e-05	0.879636	DIVERGENT-MASKED_Complete	6
NIC1119	E	1e-05	0.886054	DIVERGENT-MASKED_Complete	6
MY1	E	1e-05	0.886297	DIVERGENT-MASKED_Complete	6
XZ1734	E	1e-05	0.886793	DIVERGENT-MASKED_Complete	6
JU3225	E	1e-05	0.892678	DIVERGENT-MASKED_Complete	6
ECA724	E	0.893034	0.893034	DIVERGENT-MASKED_Complete	6
ECA372	E	1e-05	0.895579	DIVERGENT-MASKED_Complete	6
JU2592	E	1e-05	0.895817	DIVERGENT-MASKED_Complete	6
ECA593	E	1e-05	0.900854	DIVERGENT-MASKED_Complete	6
QG2811	E	1e-05	0.901623	DIVERGENT-MASKED_Complete	6
JU1213	E	1e-05	0.90813	DIVERGENT-MASKED_Complete	6
QX1793	E	1e-05	0.908953	DIVERGENT-MASKED_Complete	6
NIC231	E	1e-05	0.909152	DIVERGENT-MASKED_Complete	6
ECA703	E	0.088764	0.911196	DIVERGENT-MASKED_Complete	6
NIC513	E	1e-05	0.915006	DIVERGENT-MASKED_Complete	6
XZ1672	E	1e-05	0.916404	DIVERGENT-MASKED_Complete	6
JU774	E	1e-05	0.916502	DIVERGENT-MASKED_Complete	6
ECA189	E	1e-05	0.917321	DIVERGENT-MASKED_Complete	6
QG2818	E	1e-05	0.918041	DIVERGENT-MASKED_Complete	6
JU3135	E	1.6e-05	0.923168	DIVERGENT-MASKED_Complete	6
QG2824	E	1e-05	0.925445	DIVERGENT-MASKED_Complete	6
JU1242	E	1e-05	0.926898	DIVERGENT-MASKED_Complete	6
EG4946	E	1e-05	0.9271	DIVERGENT-MASKED_Complete	6
JU3291	E	1e-05	0.933813	DIVERGENT-MASKED_Complete	6
ECA710	E	1e-05	0.944191	DIVERGENT-MASKED_Complete	6
XZ1513	E	0.051546	0.948414	DIVERGENT-MASKED_Complete	6
KR314	E	1e-05	0.950393	DIVERGENT-MASKED_Complete	6
MY518	E	1e-05	0.950544	DIVERGENT-MASKED_Complete	6
MY2713	E	1e-05	0.953065	DIVERGENT-MASKED_Complete	6
ED3040	E	1e-05	0.958503	DIVERGENT-MASKED_Complete	6
ECA807	E	0.040438	0.959522	DIVERGENT-MASKED_Complete	6
GXW1	E	1e-05	0.967017	DIVERGENT-MASKED_Complete	6
JU2878	E	1e-05	0.975474	DIVERGENT-MASKED_Complete	6
NIC275	E	1e-05	0.97605	DIVERGENT-MASKED_Complete	6
PB303	E	1e-05	0.976056	DIVERGENT-MASKED_Complete	6
ECA930	E	1e-05	0.979138	DIVERGENT-MASKED_Complete	6
QG2873	E	1e-05	0.980959	DIVERGENT-MASKED_Complete	6
QG2874	E	1e-05	0.982081	DIVERGENT-MASKED_Complete	6
WN2066	E	1e-05	0.995253	DIVERGENT-MASKED_Complete	6
MY2693	E	1e-05	0.999875	DIVERGENT-MASKED_Complete	6
XZ1514	E	0.999941	0.999941	DIVERGENT-MASKED_Complete	6
ECA746	E	0.999942	0.999942	DIVERGENT-MASKED_Complete	6
CB4858	E	1e-05	0.999943	DIVERGENT-MASKED_Complete	6
ECA363	E	0.999943	0.999943	DIVERGENT-MASKED_Complete	6
ECA812	E	1e-05	0.999944	DIVERGENT-MASKED_Complete	6
ED3048	E	1e-05	0.999945	DIVERGENT-MASKED_Complete	6
ECA742	E	0.999945	0.999945	DIVERGENT-MASKED_Complete	6
ECA396	E	0.999946	0.999946	DIVERGENT-MASKED_Complete	6
MY23	E	1e-05	0.999947	DIVERGENT-MASKED_Complete	6
ECA741	E	0.999947	0.999947	DIVERGENT-MASKED_Complete	6
QG536	E	1e-05	0.999948	DIVERGENT-MASKED_Complete	6
JU3282	E	1e-05	0.999948	DIVERGENT-MASKED_Complete	6
ECA36	E	0.999949	0.999949	DIVERGENT-MASKED_Complete	6
JU1568	E	1e-05	0.999949	DIVERGENT-MASKED_Complete	6
JU2578	E	1e-05	0.999949	DIVERGENT-MASKED_Complete	6
ECA740	E	0.999949	0.999949	DIVERGENT-MASKED_Complete	6
ECA705	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU2825	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
QG2843	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU3140	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU2575	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
MY679	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA744	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
ED3011	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
QG2823	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU2565	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA777	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA712	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA733	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
QG2850	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU406	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU3132	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA191	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
LSJ1	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA768	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
QX1211	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
CX11292	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
XZ1516	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
JU792	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU2250	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU1088	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA252	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA778	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA738	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU2610	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU3226	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
JU1172	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ED3077	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA732	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
DL238	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
CB4851	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
BRC20067	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
CX11271	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA723	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
ECA730	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
JU2257	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU2570	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU2016	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA760	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU2466	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU1666	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ED3073	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
QG2825	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU367	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
MY2585	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU311	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU1249	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA722	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
N2	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
ECA701	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
ECA347	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
ECA745	E	0.99995	0.99995	DIVERGENT-MASKED_Complete	6
JU2600	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
CB4856	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
QG2932	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
JU394	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
RC301	E	1e-05	0.99995	DIVERGENT-MASKED_Complete	6
QX1791	F	0.151421	0.327616	DIVERGENT-MASKED_Complete	6
JU2906	F	0.34881	0.400155	DIVERGENT-MASKED_Complete	6
NIC259	F	0.40373	0.40373	DIVERGENT-MASKED_Complete	6
JU3128	F	0.324002	0.407439	DIVERGENT-MASKED_Complete	6
QW947	F	0.380096	0.422292	DIVERGENT-MASKED_Complete	6
ED3017	F	0.25375	0.425445	DIVERGENT-MASKED_Complete	6
NIC166	F	0.430638	0.430638	DIVERGENT-MASKED_Complete	6
WN2050	F	0.433133	0.433133	DIVERGENT-MASKED_Complete	6
NIC522	F	0.436958	0.440283	DIVERGENT-MASKED_Complete	6
NIC272	F	0.44063	0.44063	DIVERGENT-MASKED_Complete	6
MY18	F	1e-05	0.449888	DIVERGENT-MASKED_Complete	6
WN2001	F	0.146119	0.450201	DIVERGENT-MASKED_Complete	6
JU3137	F	0.458365	0.458365	DIVERGENT-MASKED_Complete	6
NIC258	F	0.463346	0.463346	DIVERGENT-MASKED_Complete	6
JU2526	F	0.464074	0.464074	DIVERGENT-MASKED_Complete	6
NIC242	F	0.306059	0.477144	DIVERGENT-MASKED_Complete	6
JU2316	F	0.319258	0.477401	DIVERGENT-MASKED_Complete	6
JU1652	F	0.094144	0.477666	DIVERGENT-MASKED_Complete	6
NIC268	F	1e-05	0.483445	DIVERGENT-MASKED_Complete	6
NIC3	F	0.498555	0.498555	DIVERGENT-MASKED_Complete	6
WN2002	F	0.10207	0.499195	DIVERGENT-MASKED_Complete	6
XZ2020	F	0.144166	0.499877	DIVERGENT-MASKED_Complete	6
NIC266	F	1e-05	0.501363	DIVERGENT-MASKED_Complete	6
NIC2	F	1e-05	0.501393	DIVERGENT-MASKED_Complete	6
JU323	F	0.502439	0.502439	DIVERGENT-MASKED_Complete	6
JU778	F	0.503282	0.503282	DIVERGENT-MASKED_Complete	6
MY2147	F	0.511104	0.511104	DIVERGENT-MASKED_Complete	6
JT11398	F	0.118521	0.514814	DIVERGENT-MASKED_Complete	6
MY2573	F	0.515398	0.515398	DIVERGENT-MASKED_Complete	6
JU2800	F	0.480282	0.519678	DIVERGENT-MASKED_Complete	6
NIC265	F	0.524245	0.524245	DIVERGENT-MASKED_Complete	6
NIC277	F	0.527331	0.527331	DIVERGENT-MASKED_Complete	6
JU2519	F	0.529083	0.529083	DIVERGENT-MASKED_Complete	6
JU2841	F	0.308485	0.529765	DIVERGENT-MASKED_Complete	6
JU2907	F	1e-05	0.530341	DIVERGENT-MASKED_Complete	6
CX11307	F	0.079545	0.531879	DIVERGENT-MASKED_Complete	6
JU1400	F	0.4462	0.533293	DIVERGENT-MASKED_Complete	6
MY920	F	0.011019	0.534334	DIVERGENT-MASKED_Complete	6
NIC1	F	0.278886	0.535117	DIVERGENT-MASKED_Complete	6
NIC252	F	1e-05	0.535594	DIVERGENT-MASKED_Complete	6
JU2838	F	0.014793	0.541915	DIVERGENT-MASKED_Complete	6
ECA928	F	1e-05	0.542471	DIVERGENT-MASKED_Complete	6
CB4852	F	1e-05	0.542891	DIVERGENT-MASKED_Complete	6
MY795	F	1e-05	0.54499	DIVERGENT-MASKED_Complete	6
NIC1049	F	0.454963	0.544997	DIVERGENT-MASKED_Complete	6
JU1808	F	0.165047	0.547051	DIVERGENT-MASKED_Complete	6
NIC260	F	0.547906	0.547906	DIVERGENT-MASKED_Complete	6
JU2534	F	0.550851	0.550851	DIVERGENT-MASKED_Complete	6
QG2841	F	1e-05	0.551488	DIVERGENT-MASKED_Complete	6
JU1530	F	0.555805	0.555805	DIVERGENT-MASKED_Complete	6
JU2017	F	1e-05	0.557132	DIVERGENT-MASKED_Complete	6
JU2811	F	1e-05	0.560853	DIVERGENT-MASKED_Complete	6
JU1395	F	1e-05	0.561072	DIVERGENT-MASKED_Complete	6
NIC274	F	0.163257	0.562641	DIVERGENT-MASKED_Complete	6
CX11262	F	1e-05	0.563011	DIVERGENT-MASKED_Complete	6
NIC511	F	0.564656	0.564656	DIVERGENT-MASKED_Complete	6
JU2593	F	0.191118	0.568043	DIVERGENT-MASKED_Complete	6
QX1792	F	0.025342	0.568539	DIVERGENT-MASKED_Complete	6
NIC199	F	0.569324	0.569324	DIVERGENT-MASKED_Complete	6
QG2832	F	1e-05	0.569484	DIVERGENT-MASKED_Complete	6
JU2478	F	0.351986	0.573378	DIVERGENT-MASKED_Complete	6
EG4347	F	1e-05	0.573933	DIVERGENT-MASKED_Complete	6
QG557	F	1e-05	0.573939	DIVERGENT-MASKED_Complete	6
JU310	F	0.574999	0.574999	DIVERGENT-MASKED_Complete	6
CB4932	F	0.424866	0.575094	DIVERGENT-MASKED_Complete	6
JU3166	F	0.348165	0.57839	DIVERGENT-MASKED_Complete	6
JU2001	F	0.58197	0.58197	DIVERGENT-MASKED_Complete	6
JU3141	F	0.414324	0.585636	DIVERGENT-MASKED_Complete	6
JU561	F	0.120705	0.586771	DIVERGENT-MASKED_Complete	6
EG4724	F	0.185811	0.592572	DIVERGENT-MASKED_Complete	6
JU2879	F	1e-05	0.593559	DIVERGENT-MASKED_Complete	6
JU2866	F	1e-05	0.594715	DIVERGENT-MASKED_Complete	6
NIC523	F	0.272297	0.595835	DIVERGENT-MASKED_Complete	6
NIC269	F	0.598413	0.598413	DIVERGENT-MASKED_Complete	6
AB1	F	1e-05	0.598994	DIVERGENT-MASKED_Complete	6
NIC195	F	1e-05	0.600874	DIVERGENT-MASKED_Complete	6
JU1491	F	0.603647	0.603647	DIVERGENT-MASKED_Complete	6
PX179	F	1e-05	0.603841	DIVERGENT-MASKED_Complete	6
ECA349	F	1e-05	0.60594	DIVERGENT-MASKED_Complete	6
JU847	F	0.606792	0.606792	DIVERGENT-MASKED_Complete	6
JU775	F	0.607228	0.607228	DIVERGENT-MASKED_Complete	6
PS2025	F	1e-05	0.6095	DIVERGENT-MASKED_Complete	6
JU2576	F	0.61056	0.61056	DIVERGENT-MASKED_Complete	6
JU2862	F	0.38862	0.61134	DIVERGENT-MASKED_Complete	6
QG2837	F	1e-05	0.611727	DIVERGENT-MASKED_Complete	6
JU642	F	0.612047	0.612047	DIVERGENT-MASKED_Complete	6
NIC262	F	0.613774	0.613774	DIVERGENT-MASKED_Complete	6
NIC256	F	0.613855	0.613855	DIVERGENT-MASKED_Complete	6
CX11264	F	1e-05	0.617125	DIVERGENT-MASKED_Complete	6
PB306	F	1e-05	0.61953	DIVERGENT-MASKED_Complete	6
JU2234	F	1e-05	0.62278	DIVERGENT-MASKED_Complete	6
JU2522	F	0.265266	0.622883	DIVERGENT-MASKED_Complete	6
JU360	F	0.374427	0.625533	DIVERGENT-MASKED_Complete	6
ECA706	F	1e-05	0.625975	DIVERGENT-MASKED_Complete	6
ECA923	F	1e-05	0.627762	DIVERGENT-MASKED_Complete	6
JU3127	F	1e-05	0.630415	DIVERGENT-MASKED_Complete	6
JU782	F	0.630636	0.630636	DIVERGENT-MASKED_Complete	6
XZ1515	F	1e-05	0.636442	DIVERGENT-MASKED_Complete	6
NIC271	F	0.637104	0.637104	DIVERGENT-MASKED_Complete	6
NIC255	F	0.038034	0.639402	DIVERGENT-MASKED_Complete	6
XZ2019	F	1e-05	0.63967	DIVERGENT-MASKED_Complete	6
JU3169	F	0.325405	0.640222	DIVERGENT-MASKED_Complete	6
WN2064	F	0.277525	0.640358	DIVERGENT-MASKED_Complete	6
MY2453	F	0.277596	0.640866	DIVERGENT-MASKED_Complete	6
MY16	F	1e-05	0.641243	DIVERGENT-MASKED_Complete	6
NIC276	F	0.057522	0.641749	DIVERGENT-MASKED_Complete	6
NIC529	F	0.262226	0.64184	DIVERGENT-MASKED_Complete	6
JU2581	F	1e-05	0.641973	DIVERGENT-MASKED_Complete	6
JU2586	F	0.205087	0.644834	DIVERGENT-MASKED_Complete	6
NIC526	F	0.315912	0.644984	DIVERGENT-MASKED_Complete	6
JU2106	F	0.647073	0.647073	DIVERGENT-MASKED_Complete	6
CX11285	F	1e-05	0.647241	DIVERGENT-MASKED_Complete	6
NIC236	F	0.351469	0.648491	DIVERGENT-MASKED_Complete	6
EG4349	F	0.28426	0.648949	DIVERGENT-MASKED_Complete	6
WN2033	F	1e-05	0.649083	DIVERGENT-MASKED_Complete	6
CB4857	F	1e-05	0.64928	DIVERGENT-MASKED_Complete	6
XZ1756	F	1e-05	0.651541	DIVERGENT-MASKED_Complete	6
QG556	F	1e-05	0.651929	DIVERGENT-MASKED_Complete	6
JU1543	F	1e-05	0.653847	DIVERGENT-MASKED_Complete	6
JU1440	F	0.280226	0.653937	DIVERGENT-MASKED_Complete	6
JU1200	F	1e-05	0.655795	DIVERGENT-MASKED_Complete	6
EG4725	F	1e-05	0.656466	DIVERGENT-MASKED_Complete	6
JU2829	F	0.034829	0.65948	DIVERGENT-MASKED_Complete	6
JU3134	F	0.304091	0.662614	DIVERGENT-MASKED_Complete	6
JU2007	F	0.184471	0.664801	DIVERGENT-MASKED_Complete	6
QG2846	F	0.011114	0.665359	DIVERGENT-MASKED_Complete	6
JU1409	F	0.330458	0.669502	DIVERGENT-MASKED_Complete	6
CX11254	F	1e-05	0.670109	DIVERGENT-MASKED_Complete	6
ED3046	F	0.059022	0.673621	DIVERGENT-MASKED_Complete	6
MY10	F	0.207527	0.673736	DIVERGENT-MASKED_Complete	6
JU3167	F	0.32269	0.67727	DIVERGENT-MASKED_Complete	6
ED3049	F	0.055563	0.677484	DIVERGENT-MASKED_Complete	6
QG2875	F	0.679638	0.679638	DIVERGENT-MASKED_Complete	6
QG2075	F	1e-05	0.689109	DIVERGENT-MASKED_Complete	6
XZ2018	F	1e-05	0.692778	DIVERGENT-MASKED_Complete	6
JU3144	F	0.225053	0.696333	DIVERGENT-MASKED_Complete	6
JU2141	F	0.701825	0.701825	DIVERGENT-MASKED_Complete	6
ECA348	F	1e-05	0.701884	DIVERGENT-MASKED_Complete	6
JU258	F	0.294541	0.705419	DIVERGENT-MASKED_Complete	6
MY2741	F	1e-05	0.705819	DIVERGENT-MASKED_Complete	6
QG2877	F	0.293131	0.706829	DIVERGENT-MASKED_Complete	6
JU1896	F	1e-05	0.708801	DIVERGENT-MASKED_Complete	6
JU3228	F	1e-05	0.710368	DIVERGENT-MASKED_Complete	6
JU1792	F	0.28553	0.71443	DIVERGENT-MASKED_Complete	6
ED3012	F	1e-05	0.714561	DIVERGENT-MASKED_Complete	6
NIC207	F	0.203642	0.717418	DIVERGENT-MASKED_Complete	6
MY2212	F	0.261119	0.719624	DIVERGENT-MASKED_Complete	6
DL200	F	0.723038	0.723038	DIVERGENT-MASKED_Complete	6
NIC267	F	1e-05	0.72974	DIVERGENT-MASKED_Complete	6
JU393	F	0.732913	0.732913	DIVERGENT-MASKED_Complete	6
JU2572	F	0.264866	0.735094	DIVERGENT-MASKED_Complete	6
XZ1735	F	1e-05	0.736119	DIVERGENT-MASKED_Complete	6
QX1212	F	1e-05	0.736288	DIVERGENT-MASKED_Complete	6
JU440	F	0.1133	0.738416	DIVERGENT-MASKED_Complete	6
LKC34	F	0.260363	0.739597	DIVERGENT-MASKED_Complete	6
ECA594	F	1e-05	0.744002	DIVERGENT-MASKED_Complete	6
JU751	F	0.175409	0.747597	DIVERGENT-MASKED_Complete	6
NIC261	F	0.75073	0.75073	DIVERGENT-MASKED_Complete	6
BRC20263	F	1e-05	0.752215	DIVERGENT-MASKED_Complete	6
CB4853	F	1e-05	0.753118	DIVERGENT-MASKED_Complete	6
NIC515	F	0.186612	0.755744	DIVERGENT-MASKED_Complete	6
JU1581	F	0.7579	0.7579	DIVERGENT-MASKED_Complete	6
DL226	F	1e-05	0.760112	DIVERGENT-MASKED_Complete	6
WN2063	F	0.129649	0.761941	DIVERGENT-MASKED_Complete	6
CB4854	F	1e-05	0.769277	DIVERGENT-MASKED_Complete	6
JU3125	F	0.056088	0.77192	DIVERGENT-MASKED_Complete	6
CX11314	F	1e-05	0.774994	DIVERGENT-MASKED_Complete	6
NIC527	F	0.778424	0.778424	DIVERGENT-MASKED_Complete	6
JU346	F	0.778834	0.778834	DIVERGENT-MASKED_Complete	6
JU2587	F	0.217651	0.782309	DIVERGENT-MASKED_Complete	6
QG2855	F	0.173942	0.785372	DIVERGENT-MASKED_Complete	6
QG2835	F	1e-05	0.78734	DIVERGENT-MASKED_Complete	6
QG2836	F	1e-05	0.788533	DIVERGENT-MASKED_Complete	6
ED3052	F	0.211183	0.788777	DIVERGENT-MASKED_Complete	6
QG2857	F	0.188705	0.788911	DIVERGENT-MASKED_Complete	6
QG2827	F	0.089187	0.789455	DIVERGENT-MASKED_Complete	6
ECA640	F	1e-05	0.793621	DIVERGENT-MASKED_Complete	6
QG2838	F	1e-05	0.797148	DIVERGENT-MASKED_Complete	6
CX11315	F	1e-05	0.799545	DIVERGENT-MASKED_Complete	6
QX1233	F	1e-05	0.800105	DIVERGENT-MASKED_Complete	6
QG2854	F	0.199695	0.800265	DIVERGENT-MASKED_Complete	6
JU2464	F	0.194795	0.801512	DIVERGENT-MASKED_Complete	6
JU1246	F	0.805997	0.805997	DIVERGENT-MASKED_Complete	6
MY772	F	0.807092	0.807092	DIVERGENT-MASKED_Complete	6
CX11276	F	0.018859	0.810747	DIVERGENT-MASKED_Complete	6
NIC514	F	0.122773	0.81179	DIVERGENT-MASKED_Complete	6
ED3005	F	1e-05	0.816376	DIVERGENT-MASKED_Complete	6
JU2513	F	1e-05	0.82262	DIVERGENT-MASKED_Complete	6
JU3224	F	1e-05	0.824117	DIVERGENT-MASKED_Complete	6
JU1793	F	0.824415	0.824415	DIVERGENT-MASKED_Complete	6
MY2530	F	1e-05	0.825733	DIVERGENT-MASKED_Complete	6
JU830	F	0.118347	0.829307	DIVERGENT-MASKED_Complete	6
JU2131	F	0.830143	0.830143	DIVERGENT-MASKED_Complete	6
CB4855	F	1e-05	0.832278	DIVERGENT-MASKED_Complete	6
JU1212	F	1e-05	0.832982	DIVERGENT-MASKED_Complete	6
QG2828	F	0.022646	0.83355	DIVERGENT-MASKED_Complete	6
ECA592	F	1e-05	0.833706	DIVERGENT-MASKED_Complete	6
QX1794	F	0.079603	0.834243	DIVERGENT-MASKED_Complete	6
JU3280	F	1e-05	0.834938	DIVERGENT-MASKED_Complete	6
ECA369	F	1e-05	0.838234	DIVERGENT-MASKED_Complete	6
MY2535	F	0.15785	0.84211	DIVERGENT-MASKED_Complete	6
NIC251	F	1e-05	0.846527	DIVERGENT-MASKED_Complete	6
JU2619	F	1e-05	0.847094	DIVERGENT-MASKED_Complete	6
JU397	F	0.852601	0.852601	DIVERGENT-MASKED_Complete	6
NIC528	F	0.143596	0.856364	DIVERGENT-MASKED_Complete	6
JU1580	F	0.865782	0.865782	DIVERGENT-MASKED_Complete	6
JU2566	F	0.050227	0.868042	DIVERGENT-MASKED_Complete	6
NIC1107	F	0.131292	0.868668	DIVERGENT-MASKED_Complete	6
JU1586	F	1e-05	0.871157	DIVERGENT-MASKED_Complete	6
JU2853	F	1e-05	0.873378	DIVERGENT-MASKED_Complete	6
QG2813	F	1e-05	0.875467	DIVERGENT-MASKED_Complete	6
NIC501	F	0.875491	0.875491	DIVERGENT-MASKED_Complete	6
JU1934	F	0.877167	0.877167	DIVERGENT-MASKED_Complete	6
ECA743	F	0.120324	0.879636	DIVERGENT-MASKED_Complete	6
NIC1119	F	0.113906	0.886054	DIVERGENT-MASKED_Complete	6
MY1	F	1e-05	0.886297	DIVERGENT-MASKED_Complete	6
XZ1734	F	1e-05	0.886793	DIVERGENT-MASKED_Complete	6
JU3225	F	0.107275	0.892678	DIVERGENT-MASKED_Complete	6
ECA724	F	1e-05	0.893034	DIVERGENT-MASKED_Complete	6
ECA372	F	1e-05	0.895579	DIVERGENT-MASKED_Complete	6
JU2592	F	0.006366	0.895817	DIVERGENT-MASKED_Complete	6
ECA593	F	1e-05	0.900854	DIVERGENT-MASKED_Complete	6
QG2811	F	1e-05	0.901623	DIVERGENT-MASKED_Complete	6
JU1213	F	0.90813	0.90813	DIVERGENT-MASKED_Complete	6
QX1793	F	0.091007	0.908953	DIVERGENT-MASKED_Complete	6
NIC231	F	0.053506	0.909152	DIVERGENT-MASKED_Complete	6
ECA703	F	1e-05	0.911196	DIVERGENT-MASKED_Complete	6
NIC513	F	0.084954	0.915006	DIVERGENT-MASKED_Complete	6
XZ1672	F	1e-05	0.916404	DIVERGENT-MASKED_Complete	6
JU774	F	1e-05	0.916502	DIVERGENT-MASKED_Complete	6
ECA189	F	1e-05	0.917321	DIVERGENT-MASKED_Complete	6
QG2818	F	0.081919	0.918041	DIVERGENT-MASKED_Complete	6
JU3135	F	1e-05	0.923168	DIVERGENT-MASKED_Complete	6
QG2824	F	0.074515	0.925445	DIVERGENT-MASKED_Complete	6
JU1242	F	0.926898	0.926898	DIVERGENT-MASKED_Complete	6
EG4946	F	1e-05	0.9271	DIVERGENT-MASKED_Complete	6
JU3291	F	0.933813	0.933813	DIVERGENT-MASKED_Complete	6
ECA710	F	1e-05	0.944191	DIVERGENT-MASKED_Complete	6
XZ1513	F	1e-05	0.948414	DIVERGENT-MASKED_Complete	6
KR314	F	1e-05	0.950393	DIVERGENT-MASKED_Complete	6
MY518	F	1e-05	0.950544	DIVERGENT-MASKED_Complete	6
MY2713	F	1e-05	0.953065	DIVERGENT-MASKED_Complete	6
ED3040	F	0.007972	0.958503	DIVERGENT-MASKED_Complete	6
ECA807	F	1e-05	0.959522	DIVERGENT-MASKED_Complete	6
GXW1	F	0.032943	0.967017	DIVERGENT-MASKED_Complete	6
JU2878	F	1e-05	0.975474	DIVERGENT-MASKED_Complete	6
NIC275	F	0.02391	0.97605	DIVERGENT-MASKED_Complete	6
PB303	F	1e-05	0.976056	DIVERGENT-MASKED_Complete	6
ECA930	F	1e-05	0.979138	DIVERGENT-MASKED_Complete	6
QG2873	F	1e-05	0.980959	DIVERGENT-MASKED_Complete	6
QG2874	F	1e-05	0.982081	DIVERGENT-MASKED_Complete	6
WN2066	F	0.004707	0.995253	DIVERGENT-MASKED_Complete	6
MY2693	F	1e-05	0.999875	DIVERGENT-MASKED_Complete	6
XZ1514	F	1e-05	0.999941	DIVERGENT-MASKED_Complete	6
ECA746	F	1e-05	0.999942	DIVERGENT-MASKED_Complete	6
CB4858	F	1e-05	0.999943	DIVERGENT-MASKED_Complete	6
ECA363	F	1e-05	0.999943	DIVERGENT-MASKED_Complete	6
ECA812	F	1e-05	0.999944	DIVERGENT-MASKED_Complete	6
ED3048	F	1e-05	0.999945	DIVERGENT-MASKED_Complete	6
ECA742	F	1e-05	0.999945	DIVERGENT-MASKED_Complete	6
ECA396	F	1e-05	0.999946	DIVERGENT-MASKED_Complete	6
MY23	F	1e-05	0.999947	DIVERGENT-MASKED_Complete	6
