samples	cluster	frac_cluster	max_frac	analysis_type	K
AB1	A	1e-05	0.513436	GATK-STRELKA_Intersection_Complete	12
NIC523	A	1e-05	0.518886	GATK-STRELKA_Intersection_Complete	12
JU3224	A	1e-05	0.521235	GATK-STRELKA_Intersection_Complete	12
NIC207	A	1e-05	0.522815	GATK-STRELKA_Intersection_Complete	12
NIC526	A	1e-05	0.523872	GATK-STRELKA_Intersection_Complete	12
NIC269	A	1e-05	0.5248	GATK-STRELKA_Intersection_Complete	12
NIC528	A	1e-05	0.526661	GATK-STRELKA_Intersection_Complete	12
JU2464	A	1e-05	0.527006	GATK-STRELKA_Intersection_Complete	12
NIC276	A	1e-05	0.528876	GATK-STRELKA_Intersection_Complete	12
MY10	A	0.136643	0.530267	GATK-STRELKA_Intersection_Complete	12
JU2581	A	1e-05	0.531351	GATK-STRELKA_Intersection_Complete	12
JU360	A	1e-05	0.531621	GATK-STRELKA_Intersection_Complete	12
JU2534	A	1e-05	0.531888	GATK-STRELKA_Intersection_Complete	12
JU642	A	0.07441	0.534578	GATK-STRELKA_Intersection_Complete	12
QG2835	A	1e-05	0.535683	GATK-STRELKA_Intersection_Complete	12
MY1	A	1e-05	0.537063	GATK-STRELKA_Intersection_Complete	12
JU1440	A	1e-05	0.538556	GATK-STRELKA_Intersection_Complete	12
NIC255	A	1e-05	0.538597	GATK-STRELKA_Intersection_Complete	12
QG2843	A	1e-05	0.538934	GATK-STRELKA_Intersection_Complete	12
PB306	A	1e-05	0.541798	GATK-STRELKA_Intersection_Complete	12
NIC3	A	1e-05	0.544771	GATK-STRELKA_Intersection_Complete	12
JU830	A	1e-05	0.544799	GATK-STRELKA_Intersection_Complete	12
JU2841	A	1e-05	0.546154	GATK-STRELKA_Intersection_Complete	12
MY2741	A	0.009253	0.546353	GATK-STRELKA_Intersection_Complete	12
MY2453	A	1e-05	0.546601	GATK-STRELKA_Intersection_Complete	12
JU323	A	1e-05	0.550005	GATK-STRELKA_Intersection_Complete	12
NIC268	A	1e-05	0.551199	GATK-STRELKA_Intersection_Complete	12
JU2800	A	1e-05	0.55246	GATK-STRELKA_Intersection_Complete	12
CX11307	A	1e-05	0.554064	GATK-STRELKA_Intersection_Complete	12
JU1934	A	1e-05	0.554502	GATK-STRELKA_Intersection_Complete	12
QG2827	A	1e-05	0.556045	GATK-STRELKA_Intersection_Complete	12
JU1409	A	1e-05	0.557298	GATK-STRELKA_Intersection_Complete	12
JU2141	A	1e-05	0.558431	GATK-STRELKA_Intersection_Complete	12
QG2932	A	1e-05	0.562675	GATK-STRELKA_Intersection_Complete	12
QG2828	A	1e-05	0.563192	GATK-STRELKA_Intersection_Complete	12
KR314	A	1e-05	0.563409	GATK-STRELKA_Intersection_Complete	12
JU1213	A	0.176743	0.563473	GATK-STRELKA_Intersection_Complete	12
NIC2	A	1e-05	0.564049	GATK-STRELKA_Intersection_Complete	12
EG4946	A	1e-05	0.565158	GATK-STRELKA_Intersection_Complete	12
JU3141	A	1e-05	0.571924	GATK-STRELKA_Intersection_Complete	12
CX11254	A	1e-05	0.573548	GATK-STRELKA_Intersection_Complete	12
ED3052	A	1e-05	0.575319	GATK-STRELKA_Intersection_Complete	12
JU1793	A	0.424292	0.575608	GATK-STRELKA_Intersection_Complete	12
JU3134	A	1e-05	0.580236	GATK-STRELKA_Intersection_Complete	12
JU1580	A	0.302443	0.580671	GATK-STRELKA_Intersection_Complete	12
JU782	A	0.582084	0.582084	GATK-STRELKA_Intersection_Complete	12
NIC275	A	1e-05	0.583335	GATK-STRELKA_Intersection_Complete	12
JU2017	A	1e-05	0.58366	GATK-STRELKA_Intersection_Complete	12
QX1791	A	0.113136	0.585832	GATK-STRELKA_Intersection_Complete	12
CX11276	A	1e-05	0.588937	GATK-STRELKA_Intersection_Complete	12
CX11262	A	1e-05	0.589582	GATK-STRELKA_Intersection_Complete	12
NIC1049	A	1e-05	0.591026	GATK-STRELKA_Intersection_Complete	12
JU2001	A	1e-05	0.60082	GATK-STRELKA_Intersection_Complete	12
EG4724	A	1e-05	0.604958	GATK-STRELKA_Intersection_Complete	12
CB4932	A	1e-05	0.605419	GATK-STRELKA_Intersection_Complete	12
MY2212	A	1.4e-05	0.606065	GATK-STRELKA_Intersection_Complete	12
JU2907	A	1e-05	0.606171	GATK-STRELKA_Intersection_Complete	12
NIC267	A	1e-05	0.610178	GATK-STRELKA_Intersection_Complete	12
BRC20263	A	1e-05	0.610183	GATK-STRELKA_Intersection_Complete	12
JU2131	A	0.069651	0.610259	GATK-STRELKA_Intersection_Complete	12
CX11315	A	1e-05	0.613169	GATK-STRELKA_Intersection_Complete	12
JU2522	A	1e-05	0.6149	GATK-STRELKA_Intersection_Complete	12
NIC195	A	0.616948	0.616948	GATK-STRELKA_Intersection_Complete	12
XZ1672	A	1e-05	0.617506	GATK-STRELKA_Intersection_Complete	12
WN2033	A	1e-05	0.619523	GATK-STRELKA_Intersection_Complete	12
MY2147	A	1e-05	0.619817	GATK-STRELKA_Intersection_Complete	12
JU1212	A	0.157404	0.622639	GATK-STRELKA_Intersection_Complete	12
QG2841	A	1e-05	0.628007	GATK-STRELKA_Intersection_Complete	12
NIC529	A	1e-05	0.628868	GATK-STRELKA_Intersection_Complete	12
QG2838	A	1e-05	0.631614	GATK-STRELKA_Intersection_Complete	12
NIC511	A	1e-05	0.631821	GATK-STRELKA_Intersection_Complete	12
QG536	A	1e-05	0.633542	GATK-STRELKA_Intersection_Complete	12
ECA928	A	1e-05	0.634008	GATK-STRELKA_Intersection_Complete	12
ED3012	A	1e-05	0.637312	GATK-STRELKA_Intersection_Complete	12
MY2573	A	1e-05	0.641937	GATK-STRELKA_Intersection_Complete	12
NIC274	A	1e-05	0.642205	GATK-STRELKA_Intersection_Complete	12
JU2866	A	1e-05	0.643801	GATK-STRELKA_Intersection_Complete	12
JU1200	A	1e-05	0.644498	GATK-STRELKA_Intersection_Complete	12
JU310	A	1e-05	0.645308	GATK-STRELKA_Intersection_Complete	12
JU1896	A	1e-05	0.651804	GATK-STRELKA_Intersection_Complete	12
ED3077	A	1e-05	0.656609	GATK-STRELKA_Intersection_Complete	12
ED3040	A	1e-05	0.657427	GATK-STRELKA_Intersection_Complete	12
DL226	A	1e-05	0.658777	GATK-STRELKA_Intersection_Complete	12
JU1530	A	1e-05	0.663702	GATK-STRELKA_Intersection_Complete	12
NIC277	A	1e-05	0.664138	GATK-STRELKA_Intersection_Complete	12
JU3166	A	0.186056	0.66575	GATK-STRELKA_Intersection_Complete	12
JU1543	A	1e-05	0.66576	GATK-STRELKA_Intersection_Complete	12
XZ1734	A	1e-05	0.666171	GATK-STRELKA_Intersection_Complete	12
NIC266	A	0.151799	0.672093	GATK-STRELKA_Intersection_Complete	12
QX1792	A	1e-05	0.675405	GATK-STRELKA_Intersection_Complete	12
JU440	A	1e-05	0.675941	GATK-STRELKA_Intersection_Complete	12
NIC260	A	0.67995	0.67995	GATK-STRELKA_Intersection_Complete	12
ED3011	A	1e-05	0.682467	GATK-STRELKA_Intersection_Complete	12
JU1792	A	1e-05	0.683406	GATK-STRELKA_Intersection_Complete	12
JU2519	A	0.684206	0.684206	GATK-STRELKA_Intersection_Complete	12
QG557	A	1e-05	0.685902	GATK-STRELKA_Intersection_Complete	12
QX1212	A	1e-05	0.686707	GATK-STRELKA_Intersection_Complete	12
MY18	A	0.059013	0.689355	GATK-STRELKA_Intersection_Complete	12
JU2572	A	1e-05	0.690445	GATK-STRELKA_Intersection_Complete	12
JU561	A	1e-05	0.692185	GATK-STRELKA_Intersection_Complete	12
XZ1756	A	1e-05	0.695287	GATK-STRELKA_Intersection_Complete	12
NIC256	A	0.696963	0.696963	GATK-STRELKA_Intersection_Complete	12
MY2535	A	1e-05	0.697871	GATK-STRELKA_Intersection_Complete	12
ECA712	A	1e-05	0.698899	GATK-STRELKA_Intersection_Complete	12
QG2811	A	1e-05	0.699543	GATK-STRELKA_Intersection_Complete	12
EG4347	A	1e-05	0.708813	GATK-STRELKA_Intersection_Complete	12
JU2853	A	1e-05	0.711966	GATK-STRELKA_Intersection_Complete	12
QG2850	A	1e-05	0.714547	GATK-STRELKA_Intersection_Complete	12
ECA923	A	0.103157	0.717885	GATK-STRELKA_Intersection_Complete	12
CB4854	A	1e-05	0.721136	GATK-STRELKA_Intersection_Complete	12
CX11314	A	1e-05	0.722998	GATK-STRELKA_Intersection_Complete	12
JU3225	A	1e-05	0.723522	GATK-STRELKA_Intersection_Complete	12
JU2619	A	1e-05	0.724784	GATK-STRELKA_Intersection_Complete	12
JU1666	A	0.044198	0.727969	GATK-STRELKA_Intersection_Complete	12
NIC271	A	0.728289	0.728289	GATK-STRELKA_Intersection_Complete	12
JU1395	A	1e-05	0.729845	GATK-STRELKA_Intersection_Complete	12
JU2838	A	1e-05	0.73453	GATK-STRELKA_Intersection_Complete	12
JU346	A	0.012015	0.736337	GATK-STRELKA_Intersection_Complete	12
CX11264	A	1e-05	0.736581	GATK-STRELKA_Intersection_Complete	12
MY795	A	1e-05	0.738771	GATK-STRELKA_Intersection_Complete	12
JU2578	A	1e-05	0.748166	GATK-STRELKA_Intersection_Complete	12
NIC199	A	0.748362	0.748362	GATK-STRELKA_Intersection_Complete	12
NIC236	A	1e-05	0.751593	GATK-STRELKA_Intersection_Complete	12
MY16	A	1e-05	0.752014	GATK-STRELKA_Intersection_Complete	12
PX179	A	1e-05	0.758086	GATK-STRELKA_Intersection_Complete	12
JU2879	A	1e-05	0.759531	GATK-STRELKA_Intersection_Complete	12
QG2818	A	1e-05	0.760328	GATK-STRELKA_Intersection_Complete	12
JU393	A	0.034506	0.766776	GATK-STRELKA_Intersection_Complete	12
XZ1515	A	1e-05	0.767693	GATK-STRELKA_Intersection_Complete	12
JU1246	A	0.044745	0.769744	GATK-STRELKA_Intersection_Complete	12
ECA349	A	1e-05	0.770095	GATK-STRELKA_Intersection_Complete	12
QG2877	A	1e-05	0.779842	GATK-STRELKA_Intersection_Complete	12
CB4853	A	1e-05	0.781341	GATK-STRELKA_Intersection_Complete	12
NIC231	A	1e-05	0.787385	GATK-STRELKA_Intersection_Complete	12
JU2592	A	0.00536	0.789372	GATK-STRELKA_Intersection_Complete	12
MY2530	A	1e-05	0.790559	GATK-STRELKA_Intersection_Complete	12
JU3132	A	1e-05	0.792037	GATK-STRELKA_Intersection_Complete	12
XZ2018	A	1e-05	0.795533	GATK-STRELKA_Intersection_Complete	12
CX11292	A	1e-05	0.7964	GATK-STRELKA_Intersection_Complete	12
QG2824	A	1e-05	0.797003	GATK-STRELKA_Intersection_Complete	12
NIC262	A	0.803115	0.803115	GATK-STRELKA_Intersection_Complete	12
JU3169	A	0.156694	0.80316	GATK-STRELKA_Intersection_Complete	12
CB4852	A	1e-05	0.804586	GATK-STRELKA_Intersection_Complete	12
NIC259	A	0.100221	0.810109	GATK-STRELKA_Intersection_Complete	12
JU3137	A	1e-05	0.815912	GATK-STRELKA_Intersection_Complete	12
JU367	A	1e-05	0.822221	GATK-STRELKA_Intersection_Complete	12
JU2016	A	1e-05	0.824955	GATK-STRELKA_Intersection_Complete	12
ECA738	A	1e-05	0.829117	GATK-STRELKA_Intersection_Complete	12
JU1586	A	1e-05	0.830454	GATK-STRELKA_Intersection_Complete	12
JU775	A	0.831836	0.831836	GATK-STRELKA_Intersection_Complete	12
NIC261	A	0.833232	0.833232	GATK-STRELKA_Intersection_Complete	12
NIC1107	A	1e-05	0.839806	GATK-STRELKA_Intersection_Complete	12
ECA743	A	1e-05	0.841011	GATK-STRELKA_Intersection_Complete	12
ECA372	A	1e-05	0.843354	GATK-STRELKA_Intersection_Complete	12
JU311	A	1e-05	0.846885	GATK-STRELKA_Intersection_Complete	12
JU397	A	1e-05	0.848043	GATK-STRELKA_Intersection_Complete	12
XZ1735	A	1e-05	0.848911	GATK-STRELKA_Intersection_Complete	12
NIC527	A	1e-05	0.85558	GATK-STRELKA_Intersection_Complete	12
MY772	A	1e-05	0.858574	GATK-STRELKA_Intersection_Complete	12
JU2513	A	1e-05	0.859069	GATK-STRELKA_Intersection_Complete	12
JU1249	A	1e-05	0.864769	GATK-STRELKA_Intersection_Complete	12
JU3282	A	1e-05	0.867151	GATK-STRELKA_Intersection_Complete	12
JU2566	A	1e-05	0.877172	GATK-STRELKA_Intersection_Complete	12
JU2575	A	1e-05	0.878143	GATK-STRELKA_Intersection_Complete	12
QG556	A	1e-05	0.879965	GATK-STRELKA_Intersection_Complete	12
NIC251	A	0.882922	0.882922	GATK-STRELKA_Intersection_Complete	12
QG2825	A	1e-05	0.887272	GATK-STRELKA_Intersection_Complete	12
WN2066	A	1e-05	0.896693	GATK-STRELKA_Intersection_Complete	12
DL238	A	0.100452	0.899448	GATK-STRELKA_Intersection_Complete	12
JU1172	A	1e-05	0.900854	GATK-STRELKA_Intersection_Complete	12
PB303	A	1e-05	0.907989	GATK-STRELKA_Intersection_Complete	12
XZ2019	A	0.002576	0.910644	GATK-STRELKA_Intersection_Complete	12
JU2466	A	1e-05	0.910955	GATK-STRELKA_Intersection_Complete	12
ECA724	A	1e-05	0.912794	GATK-STRELKA_Intersection_Complete	12
QG2837	A	1e-05	0.91451	GATK-STRELKA_Intersection_Complete	12
GXW1	A	1e-05	0.920226	GATK-STRELKA_Intersection_Complete	12
MY2585	A	1e-05	0.920609	GATK-STRELKA_Intersection_Complete	12
NIC258	A	0.925757	0.925757	GATK-STRELKA_Intersection_Complete	12
QG2823	A	1e-05	0.932454	GATK-STRELKA_Intersection_Complete	12
MY2693	A	1.4e-05	0.9416	GATK-STRELKA_Intersection_Complete	12
QX1233	A	1e-05	0.945928	GATK-STRELKA_Intersection_Complete	12
JU406	A	1e-05	0.946326	GATK-STRELKA_Intersection_Complete	12
ED3048	A	1e-05	0.957774	GATK-STRELKA_Intersection_Complete	12
JU3135	A	1e-05	0.986204	GATK-STRELKA_Intersection_Complete	12
QX1794	A	1e-05	0.999872	GATK-STRELKA_Intersection_Complete	12
CB4856	A	1e-05	0.999878	GATK-STRELKA_Intersection_Complete	12
ECA593	A	1e-05	0.99988	GATK-STRELKA_Intersection_Complete	12
ECA348	A	1e-05	0.999881	GATK-STRELKA_Intersection_Complete	12
JU792	A	1e-05	0.999882	GATK-STRELKA_Intersection_Complete	12
QG2857	A	1e-05	0.999883	GATK-STRELKA_Intersection_Complete	12
XZ1513	A	1e-05	0.999884	GATK-STRELKA_Intersection_Complete	12
ECA741	A	1e-05	0.999885	GATK-STRELKA_Intersection_Complete	12
JU394	A	1e-05	0.999886	GATK-STRELKA_Intersection_Complete	12
JU2250	A	1e-05	0.999887	GATK-STRELKA_Intersection_Complete	12
ECA703	A	1e-05	0.999888	GATK-STRELKA_Intersection_Complete	12
MY2713	A	1e-05	0.999888	GATK-STRELKA_Intersection_Complete	12
ECA733	A	1e-05	0.999889	GATK-STRELKA_Intersection_Complete	12
JU3226	A	1e-05	0.999889	GATK-STRELKA_Intersection_Complete	12
BRC20067	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
CB4851	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
CB4855	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
CB4857	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
CB4858	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA189	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA191	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA252	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA347	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA36	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA363	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA396	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA594	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA701	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA705	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA706	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA710	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA722	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA723	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA730	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA732	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA740	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA742	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA744	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA745	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA746	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA760	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA768	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA777	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA778	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA807	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA812	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ECA930	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ED3005	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
ED3073	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU1088	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU1242	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU1491	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU1568	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU1581	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU2257	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU2316	A	0.99989	0.99989	GATK-STRELKA_Intersection_Complete	12
JU2526	A	0.99989	0.99989	GATK-STRELKA_Intersection_Complete	12
JU2565	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU2570	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU2600	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU2610	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU2825	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU3140	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU3291	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU778	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
LSJ1	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
MY23	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
MY518	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
MY679	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
N2	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
NIC252	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
NIC265	A	0.99989	0.99989	GATK-STRELKA_Intersection_Complete	12
PS2025	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
QG2832	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
QG2854	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
QG2855	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
QG2873	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
QG2874	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
QX1211	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
QX1793	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
RC301	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
XZ1514	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
XZ1516	A	1e-05	0.99989	GATK-STRELKA_Intersection_Complete	12
JU751	B	1e-05	0.281919	GATK-STRELKA_Intersection_Complete	12
JU1400	B	0.25225	0.296074	GATK-STRELKA_Intersection_Complete	12
JU3228	B	0.03	0.298523	GATK-STRELKA_Intersection_Complete	12
JU3125	B	0.130861	0.299634	GATK-STRELKA_Intersection_Complete	12
NIC515	B	1e-05	0.345039	GATK-STRELKA_Intersection_Complete	12
WN2050	B	1e-05	0.361694	GATK-STRELKA_Intersection_Complete	12
JU1652	B	1e-05	0.371226	GATK-STRELKA_Intersection_Complete	12
ED3017	B	0.024345	0.373561	GATK-STRELKA_Intersection_Complete	12
JU847	B	0.134635	0.374115	GATK-STRELKA_Intersection_Complete	12
NIC501	B	0.330046	0.375869	GATK-STRELKA_Intersection_Complete	12
NIC1	B	0.346771	0.379189	GATK-STRELKA_Intersection_Complete	12
JU3127	B	0.179649	0.382343	GATK-STRELKA_Intersection_Complete	12
QG2813	B	0.165561	0.392905	GATK-STRELKA_Intersection_Complete	12
WN2001	B	1e-05	0.394019	GATK-STRELKA_Intersection_Complete	12
JU2593	B	1e-05	0.395884	GATK-STRELKA_Intersection_Complete	12
WN2064	B	1e-05	0.39772	GATK-STRELKA_Intersection_Complete	12
JU2587	B	1e-05	0.401245	GATK-STRELKA_Intersection_Complete	12
XZ2020	B	1e-05	0.403056	GATK-STRELKA_Intersection_Complete	12
ED3046	B	0.317483	0.403589	GATK-STRELKA_Intersection_Complete	12
QG2846	B	1e-05	0.405123	GATK-STRELKA_Intersection_Complete	12
ED3049	B	0.31067	0.409136	GATK-STRELKA_Intersection_Complete	12
JU3167	B	1e-05	0.410668	GATK-STRELKA_Intersection_Complete	12
NIC522	B	0.242575	0.412535	GATK-STRELKA_Intersection_Complete	12
EG4725	B	1e-05	0.413684	GATK-STRELKA_Intersection_Complete	12
NIC513	B	0.338313	0.414723	GATK-STRELKA_Intersection_Complete	12
EG4349	B	1e-05	0.414914	GATK-STRELKA_Intersection_Complete	12
NIC272	B	0.383199	0.417869	GATK-STRELKA_Intersection_Complete	12
JU3144	B	0.049968	0.418223	GATK-STRELKA_Intersection_Complete	12
CX11285	B	0.213218	0.432282	GATK-STRELKA_Intersection_Complete	12
ECA592	B	0.08317	0.433613	GATK-STRELKA_Intersection_Complete	12
QW947	B	0.264239	0.434213	GATK-STRELKA_Intersection_Complete	12
JU2576	B	0.331252	0.435145	GATK-STRELKA_Intersection_Complete	12
JU2586	B	0.219062	0.43571	GATK-STRELKA_Intersection_Complete	12
LKC34	B	0.435877	0.435877	GATK-STRELKA_Intersection_Complete	12
ECA640	B	1e-05	0.438373	GATK-STRELKA_Intersection_Complete	12
JU2906	B	1e-05	0.441884	GATK-STRELKA_Intersection_Complete	12
JU3280	B	0.189926	0.444801	GATK-STRELKA_Intersection_Complete	12
