N	eigenvalue	difference	twstat	p-value	effect.n
56	1.375427	-0.011403	0.462	0.0985344	707.207
57	1.345367	-0.030060	-0.491	0.27401	713.142
58	1.342695	-0.002672	0.278	0.122865	718.523
59	1.319210	-0.023485	-0.296	0.227945	724.508
60	1.316496	-0.002714	0.478	0.0966635	730.186
61	1.306100	-0.010396	0.768	0.0666336	736.493
62	1.279916	-0.026184	-0.026	0.17278	743.110
63	1.263463	-0.016453	-0.204	0.208093	749.252
64	1.254820	-0.008643	0.147	0.142903	755.358
65	1.243177	-0.011643	0.295	0.120498	761.816
66	1.206438	-0.036739	-1.385	0.537143	768.487
67	1.204549	-0.001890	-0.620	0.307376	774.001
68	1.180478	-0.024071	-1.469	0.563987	780.167
69	1.177385	-0.003093	-0.801	0.35744	785.781
70	1.149444	-0.027942	-1.997	0.724847	791.987
71	1.130000	-0.019444	-2.622	0.872507	797.363
72	1.118383	-0.011617	-2.683	0.883447	802.336
73	1.115451	-0.002932	-2.071	0.745307	807.329
74	1.095176	-0.020275	-2.813	0.904788	812.865
75	1.085085	-0.010091	-2.788	0.900925	817.893
76	1.083360	-0.001725	-2.089	0.750143	823.007
77	1.076831	-0.006530	-1.751	0.652291	828.754
78	1.060160	-0.016671	-2.246	0.790936	834.862
79	1.045357	-0.014803	-2.624	0.872888	840.643
80	1.020262	-0.025095	-3.910	0.990386	846.189
81	1.016966	-0.003296	-3.404	0.968148	850.743
82	0.993578	-0.023387	-4.622	0.998882	855.772
83	0.986246	-0.007332	-4.507	0.998351	859.855
84	0.979601	-0.006645	-4.331	0.997107	864.080
85	0.971823	-0.007778	-4.253	0.996335	868.500
86	0.968294	-0.003529	-3.795	0.98707	873.040
87	0.954450	-0.013844	-4.257	0.996377	878.031
88	0.934270	-0.020180	-5.336	0.999931	882.679
89	0.928945	-0.005325	-5.100	0.999814	886.446
90	0.923702	-0.005243	-4.851	0.999508	890.456
91	0.913541	-0.010160	-5.058	0.99978	894.730
92	0.909326	-0.004215	-4.717	0.999198	898.867
93	0.904108	-0.005218	-4.459	0.998074	903.359
94	0.882710	-0.021398	-5.766	0.999991	908.142
95	0.869450	-0.013260	-6.351	1	911.777
96	0.860635	-0.008815	-6.532	1	914.918
97	0.856861	-0.003774	-6.226	0.999999	917.923
98	0.846204	-0.010657	-6.601	1	921.232
99	0.840079	-0.006125	-6.540	1	924.225
100	0.835792	-0.004287	-6.295	0.999999	927.298
101	0.832143	-0.003649	-5.977	0.999997	930.628
102	0.815565	-0.016578	-6.986	1	934.294
103	0.805962	-0.009603	-7.323	1	937.023
104	0.799120	-0.006841	-7.391	1	939.452
105	0.790762	-0.008359	-7.627	1	941.829
106	0.779106	-0.011656	-8.230	1	943.993
107	0.778081	-0.001025	-7.725	1	945.593
108	0.771202	-0.006879	-7.832	1	947.678
109	0.764264	-0.006939	-7.955	1	949.666
110	0.757414	-0.006850	-8.078	1	951.540
111	0.745203	-0.012211	-8.801	1	953.296
112	0.743536	-0.001666	-8.392	1	954.344
113	0.729346	-0.014190	-9.364	1	955.787
114	0.724964	-0.004383	-9.283	1	956.269
115	0.722450	-0.002513	-8.991	1	956.815
116	0.714408	-0.008042	-9.316	1	957.636
117	0.704976	-0.009433	-9.817	1	958.119
118	0.704683	-0.000293	-9.295	1	958.088
119	0.701888	-0.002795	-9.042	1	958.556
120	0.694322	-0.007566	-9.334	1	959.267
121	0.691881	-0.002441	-9.045	1	959.660
122	0.684846	-0.007035	-9.285	1	960.335
123	0.672800	-0.012046	-10.128	1	960.742
124	0.669918	-0.002882	-9.926	1	960.250
125	0.669409	-0.000509	-9.436	1	959.936
126	0.661253	-0.008156	-9.841	1	960.114
127	0.653897	-0.007356	-10.171	1	959.832
128	0.646991	-0.006907	-10.463	1	959.169
129	0.646354	-0.000637	-10.010	1	958.163
130	0.644988	-0.001365	-9.629	1	957.603
131	0.637232	-0.007757	-10.017	1	957.427
132	0.627423	-0.009809	-10.677	1	956.790
133	0.626264	-0.001159	-10.298	1	955.395
134	0.621861	-0.004403	-10.309	1	954.370
135	0.617299	-0.004562	-10.342	1	953.292
136	0.611481	-0.005818	-10.537	1	952.133
137	0.605706	-0.005776	-10.736	1	950.712
138	0.600188	-0.005518	-10.913	1	949.019
139	0.595458	-0.004730	-11.000	1	947.077
140	0.594578	-0.000880	-10.604	1	944.983
141	0.585393	-0.009186	-11.253	1	943.285
142	0.582057	-0.003336	-11.181	1	940.794
143	0.579702	-0.002356	-10.983	1	938.324
144	0.576422	-0.003280	-10.899	1	936.020
145	0.572424	-0.003998	-10.906	1	933.755
146	0.565119	-0.007305	-11.344	1	931.422
147	0.557078	-0.008041	-11.896	1	928.512
148	0.555475	-0.001603	-11.633	1	924.898
149	0.553467	-0.002008	-11.414	1	921.516
150	0.548619	-0.004847	-11.561	1	918.318
151	0.540612	-0.008007	-12.129	1	914.875
152	0.539303	-0.001309	-11.839	1	910.694
153	0.532936	-0.006367	-12.207	1	906.771
154	0.530644	-0.002292	-12.051	1	902.340
155	0.529088	-0.001557	-11.794	1	898.009
156	0.523114	-0.005974	-12.115	1	893.900
157	0.522867	-0.000247	-11.689	1	889.326
158	0.514212	-0.008655	-12.367	1	885.180
159	0.511984	-0.002228	-12.215	1	880.133
160	0.510026	-0.001958	-12.023	1	875.179
161	0.505754	-0.004272	-12.135	1	870.366
162	0.500012	-0.005742	-12.448	1	865.327
163	0.499100	-0.000912	-12.128	1	859.817
164	0.497377	-0.001723	-11.906	1	854.602
165	0.488724	-0.008654	-12.607	1	849.566
166	0.484911	-0.003812	-12.684	1	843.573
167	0.479836	-0.005075	-12.934	1	837.390
168	0.477460	-0.002376	-12.830	1	830.808
169	0.474088	-0.003372	-12.858	1	824.249
170	0.471916	-0.002172	-12.727	1	817.554
171	0.469229	-0.002686	-12.662	1	810.914
172	0.465952	-0.003277	-12.675	1	804.249
173	0.460930	-0.005023	-12.923	1	797.462
174	0.458122	-0.002808	-12.883	1	790.268
175	0.456327	-0.001795	-12.708	1	783.015
176	0.454627	-0.001700	-12.515	1	775.868
177	0.451400	-0.003226	-12.521	1	768.849
178	0.448163	-0.003237	-12.529	1	761.713
179	0.438778	-0.009385	-13.358	1	754.453
180	0.437413	-0.001365	-13.145	1	746.075
181	0.436081	-0.001332	-12.922	1	737.840
182	0.435491	-0.000590	-12.595	1	729.764
183	0.433168	-0.002323	-12.488	1	721.976
184	0.432199	-0.000969	-12.200	1	714.206
185	0.427144	-0.005055	-12.443	1	706.685
186	0.425583	-0.001561	-12.233	1	698.736
187	0.420127	-0.005457	-12.530	1	690.934
188	0.417513	-0.002614	-12.464	1	682.634
189	0.415008	-0.002505	-12.382	1	674.298
190	0.414265	-0.000743	-12.069	1	665.945
191	0.412835	-0.001430	-11.836	1	657.872
192	0.409424	-0.003411	-11.853	1	649.980
193	0.406163	-0.003261	-11.853	1	641.937
194	0.402936	-0.003226	-11.848	1	633.767
195	0.400874	-0.002062	-11.694	1	625.474
196	0.399927	-0.000947	-11.392	1	617.257
197	0.394082	-0.005846	-11.709	1	609.317
198	0.391042	-0.003040	-11.678	1	600.813
199	0.389400	-0.001642	-11.469	1	592.217
200	0.386708	-0.002692	-11.387	1	583.770
201	0.383982	-0.002726	-11.307	1	575.299
202	0.380710	-0.003272	-11.293	1	566.801
203	0.380296	-0.000415	-10.920	1	558.183
204	0.376563	-0.003732	-10.952	1	549.946
205	0.372109	-0.004454	-11.075	1	541.521
206	0.369810	-0.002299	-10.935	1	532.777
207	0.368057	-0.001753	-10.722	1	524.087
208	0.363713	-0.004344	-10.823	1	515.555
209	0.360375	-0.003338	-10.804	1	506.729
210	0.358140	-0.002236	-10.649	1	497.783
211	0.355987	-0.002152	-10.479	1	488.911
212	0.351310	-0.004677	-10.611	1	480.133
213	0.346175	-0.005135	-10.804	1	471.012
214	0.345159	-0.001016	-10.507	1	461.470
215	0.339791	-0.005368	-10.721	1	452.203
216	0.338941	-0.000850	-10.404	1	442.484
217	0.336086	-0.002855	-10.314	1	433.069
218	0.331649	-0.004436	-10.407	1	423.633
219	0.328521	-0.003129	-10.350	1	413.915
220	0.326042	-0.002478	-10.215	1	404.132
221	0.324209	-0.001833	-10.001	1	394.395
222	0.320386	-0.003823	-10.007	1	384.816
223	0.317783	-0.002603	-9.875	1	375.078
224	0.314065	-0.003718	-9.863	1	365.383
225	0.311689	-0.002377	-9.700	1	355.557
226	0.307117	-0.004572	-9.774	1	345.817
227	0.305514	-0.001603	-9.524	1	335.828
228	0.301752	-0.003762	-9.499	1	326.050
229	0.300589	-0.001163	-9.193	1	316.164
230	0.298747	-0.001842	-8.948	1	306.572
231	0.296854	-0.001893	-8.698	1	297.189
232	0.293773	-0.003081	-8.561	1	288.022
233	0.290857	-0.002916	-8.401	1	278.900
234	0.290248	-0.000609	-7.997	1	269.857
235	0.283712	-0.006536	-8.174	1	261.281
236	0.282047	-0.001665	-7.871	1	252.241
237	0.280355	-0.001693	-7.556	1	243.508
238	0.275257	-0.005097	-7.559	1	235.108
239	0.270943	-0.004315	-7.485	1	226.510
240	0.269808	-0.001134	-7.101	1	217.844
241	0.268446	-0.001362	-6.717	1	209.634
242	0.265572	-0.002874	-6.450	1	201.897
243	0.257883	-0.007689	-6.617	1	194.429
244	0.255755	-0.002128	-6.280	0.999999	186.416
245	0.250342	-0.005413	-6.222	0.999999	178.802
246	0.248491	-0.001851	-5.836	0.999994	171.057
247	0.247427	-0.001064	-5.347	0.999934	163.824
248	0.245006	-0.002421	-4.933	0.999639	157.355
249	0.235922	-0.009084	-5.075	0.999794	151.539
250	0.234744	-0.001177	-4.531	0.998477	145.067
251	0.230787	-0.003957	-4.168	0.995282	139.611
252	0.227901	-0.002886	-3.658	0.981971	134.790
253	0.225464	-0.002437	-3.020	0.932825	131.146
254	0.215105	-0.010359	-2.989	0.929101	129.396
255	0.188827	-0.026278	-4.527	0.998459	127.436
256	0.177895	-0.010932	-4.900	0.99959	119.705
257	0.169549	-0.008346	-5.070	0.999789	110.576
258	0.165195	-0.004355	-4.886	0.999569	100.745
259	0.162130	-0.003064	-4.568	0.998655	91.082
260	0.158492	-0.003638	-4.264	0.996449	81.886
261	0.152414	-0.006078	-4.121	0.994601	73.121
262	0.151119	-0.001295	-3.583	0.978509	64.419
263	0.143296	-0.007824	-3.458	0.971615	56.722
264	0.137673	-0.005623	-3.150	0.946997	48.988
265	0.133465	-0.004208	NA	NA	NA
266	0.132812	-0.000654	NA	NA	NA
267	0.124706	-0.008106	NA	NA	NA
268	0.107088	-0.017617	NA	NA	NA
269	0.076135	-0.030954	NA	NA	NA
270	0.064243	-0.011891	NA	NA	NA
271	0.048182	-0.016062	NA	NA	NA
272	0.027356	-0.020826	NA	NA	NA
273	0.021296	-0.006061	NA	NA	NA
